Number,Vendor,Length,Width,Height,Price,Description,Weight
JA000954,Crown,10.75,5.00,0.12,2.92,"Access Cover Gasket",0.10
JA000972,Crown,3.25,0.25,0.25,4,"Shift Pin",0.20
JA001116,Crown,6.00,2.25,2.00,25,"Pitman Arm",1.10
JA001658,Crown,3.25,3.25,1.25,6.5,"Distributor Rotor",0.10
JA006882,Crown,2.25,1.75,0.25,5,"King Pin Shim Kit",0.10
JA007233,Crown,4.50,2.50,1.25,23.33,"Connecting Rod Bearing",0.40
JA008445,Crown,4.00,0.75,0.75,12.5,"Steering Bellcrank Shaft",0.50
TK4,Crown,14.00,10.25,5.50,75,"Tune Up Kit",3.00
JA009307,Crown,4.25,4.00,4.50,12.5,"Distributor Cap",0.30
JK060915,Crown,4.00,4.00,4.00,48.33,"Accessory Drive Belt",0.80
JY013271,Crown,11.75,3.00,0.50,8.17,"Accessory Drive Belt",0.80
JY013291,Crown,13.00,3.00,0.50,8.17,"Accessory Drive Belt",0.10
JY013411,Crown,11.00,3.00,1.00,9.17,"Accessory Drive Belt",0.20
JY013421,Crown,10.00,3.00,0.50,7.5,"Accessory Drive Belt",0.20
JY013475,Crown,18.50,2.00,1.00,7.5,"Accessory Drive Belt",0.30
JY013541,Crown,13.00,3.00,0.50,9.17,"Accessory Drive Belt",0.30
JY015332,Crown,13.75,6.00,0.50,7.5,"Accessory Drive Belt",0.10
JY017325,Crown,14.00,3.25,0.75,7.5,"Accessory Drive Belt",0.20
JY017380,Crown,17.00,3.25,0.75,8,"Accessory Drive Belt",0.30
L0003157,Crown,2.00,1.00,1.00,3.75,Bulb,0.10
L0009007QL,Crown,6.50,3.00,2.00,15.83,Bulb,1.30
L0009055,Crown,5.00,3.00,1.75,17.5,Bulb,0.10
L00H460W,Crown,3.25,3.00,2.25,13,Bulb,0.10
L03157NA,Crown,2.25,1.25,1.25,4.83,Bulb,0.10
L0JH6024,Crown,7.00,7.00,4.75,23.33,Headlight,1.50
MD611757,Crown,3.00,1.25,1.25,10,"Distributor Rotor",0.10
MD974424,Crown,8.50,6.00,3.00,39.83,"Ignition Wire Set",1.40
MD997310,Crown,3.00,3.00,2.00,15,Thermostat,0.20
PSL1100,Crown,12.50,11.00,2.50,141.67,"Posi-Lok Permanent Lock",1.80
Q4040410,Crown,10.00,3.25,1.00,23.33,"Accessory Drive Belt",0.30
Q4040412,Crown,20.00,3.00,0.50,21.67,"Accessory Drive Belt",0.20
Q4050715,Crown,9.00,3.25,1.00,38.33,"Accessory Drive Belt",0.40
Q4060785,Crown,10.50,3.25,1.00,36.67,"Accessory Drive Belt",0.60
Q4060978,Crown,22.00,3.25,1.00,48.33,"Accessory Drive Belt",0.70
QJ98SJM,Crown,9.00,4.50,3.00,35,"Door Handle",0.60
QJ99SJM,Crown,8.75,4.00,2.50,35,"Door Handle",0.60
QK02SBK,Crown,9.00,4.50,3.00,35,"Door Handle",0.70
QK03SBK,Crown,9.00,4.50,3.00,35,"Door Handle",0.60
S2RE14MCC5,Crown,1.00,1.00,4.00,5,"Spark Plug",0.10
SP00RC9MC,Crown,3.50,1.00,1.00,4.67,"Spark Plug",0.10
SPLZTR5A13,Crown,3.75,1.00,1.00,12.5,"Spark Plug",0.10
SPRE10MCC5,Crown,3.75,1.00,1.00,6,"Spark Plug",0.10
SZFR5LP13G,Crown,3.75,1.00,1.00,7.17,"Spark Plug",0.10
WB000024AB,Crown,25.00,2.00,1.00,10.83,"Wiper Blade",0.40
WSHA1,Crown,8.00,1.25,1.00,10,"Wiper Arm",0.10
WSHB1,Crown,0.25,2.00,9.75,6.25,"Wiper Blade",0.50
TK40,Crown,14.00,10.00,5.50,66.67,"Tune Up Kit",3.20
YJSU1,Crown,12.00,8.25,7.00,158.33,"Fuel Sending Unit",1.60
TK41,Crown,14.00,10.00,5.50,70,"Tune Up Kit",2.80
4713023,Crown,22.75,11.00,0.50,60,"Engine Gasket Set",0.70
5252948,Crown,32.50,7.50,7.50,190.67,"Axle Shaft",18.60
5252949,Crown,33.00,7.50,7.50,190.67,"Axle Shaft",19.00
83502882,Crown,31.00,7.00,7.00,183.33,"Axle Shaft Assembly",19.10
231MASKIT,Crown,8.00,5.00,7.00,148.33,"Transfer Case Overhaul Kit",3.90
242LMASKIT,Crown,4.25,6.00,8.00,113.33,"Transfer Case Overhaul Kit",2.90
249EMASKIT,Crown,8.00,6.00,4.25,116.67,"Transfer Case Overhaul Kit",3.10
249LMASKIT,Crown,8.00,6.00,4.50,131.67,"Transfer Case Overhaul Kit",3.56
3171166K,Crown,8.00,6.00,4.50,130,"Differential Overhaul Kit",4.10
TK42,Crown,14.00,10.25,5.50,41.67,"Tune Up Kit",2.70
3184909K,Crown,14.00,14.00,4.00,233.33,"Clutch Kit",23.00
TK43,Crown,14.00,10.00,5.50,65,"Tune Up Kit",3.20
TK44,Crown,14.00,10.00,5.50,136.67,"Tune Up Kit",4.40
3240278MK,Crown,12.50,12.50,5.00,212.5,"Clutch Kit",22.00
3242300K,Crown,13.00,12.00,1.75,63.33,"Timing Chain Kit",3.30
RT23001,Crown,32.00,7.50,7.00,400,"Axle Shaft Kit",34.00
4686045,Crown,9.00,7.00,4.50,183.33,Starter,8.50
RT23005,Crown,36.75,8.50,8.00,400,"Axle Shaft Kit",40.00
4897220AAK1,Crown,30.00,17.00,6.00,573.33,"Viscous Coupling Kit",14.30
4897220AAK2,Crown,14.00,8.00,5.25,750,"Viscous Coupling Kit",16.30
4897221AAK1,Crown,8.25,7.75,4.75,558.33,"Viscous Coupling Kit",14.60
4897221AAK2,Crown,14.00,8.00,5.25,727.92,"Viscous Coupling Kit",18.60
5012329AAK1,Crown,8.25,7.50,4.25,463.33,"Progressive Coupling Kit",17.10
5012329AAK2,Crown,13.75,8.00,5.25,600,"Progressive Coupling Kit",20.60
5066699AA,Crown,3.00,3.00,3.00,25,"Brake Caliper Rebuild Kit",0.40
5066700AA,Crown,3.50,3.50,3.50,8.17,"Brake Caliper Seal Kit",0.10
TK45,Crown,14.00,10.00,5.50,98.33,"Tune Up Kit",3.30
5093184AA,Crown,3.25,3.25,3.25,10.83,"Brake Caliper Pin Kit",0.60
TK46,Crown,14.00,10.00,5.50,60,"Tune Up Kit",3.00
52001174K,Crown,16.00,3.00,2.00,35,"Nut Strip Set",2.00
52019201KX,Crown,14.00,13.50,3.00,99.32,"Engine Mount Kit",10.80
52019276K,Crown,8.00,6.00,4.50,70,"Engine Mount Kit",5.60
52059226KE,Crown,12.00,8.00,7.00,113.33,"Engine Mount Kit",19.00
52104289AG,Crown,0.88,13.50,3.50,200,"Clutch Kit",14.90
53020444KE,Crown,13.00,12.00,1.75,65,"Timing Chain Kit",3.90
53020444KL,Crown,13.00,12.00,1.75,103.33,"Timing Chain Kit",3.40
TK47,Crown,14.00,10.00,5.50,41.67,"Tune Up Kit",2.70
TK48,Crown,14.00,10.00,5.50,75,"Tune Up Kit",3.90
5357437K,Crown,14.50,14.00,4.00,281.67,"Clutch Kit",25.00
5453958K,Crown,30.00,6.00,5.00,85,"Wiper Linkage Kit",4.00
5453958KM,Crown,25.00,5.00,4.25,113.33,"Wiper Linkage Master Kit",2.10
5460087K,Crown,9.00,9.00,2.00,41.67,"Bezel Set",1.20
55020432K,Crown,64.00,26.00,6.00,320.83,"Windshield Frame Kit",32.00
55054886K,Crown,63.00,18.00,8.00,366.67,"Header Panel Kit",17.00
55055032AE,Crown,8.00,7.50,9.00,71.67,Headlight,2.40
55055033AE,Crown,7.50,8.00,9.00,71.67,Headlight,2.40
55155800K,Crown,55.00,19.00,11.00,678.33,"Header Panel Kit",17.00
55176636K,Crown,7.00,2.25,2.25,17.5,"Hood Catch Kit",0.40
55254918K,Crown,46.00,27.00,5.00,150,"Fender Flare Kit",13.00
55254918K6,Crown,45.00,25.00,4.00,158.33,"Fender Flare Kit",13.00
55254918K76,Crown,51.00,27.00,8.00,233.33,"Fender Flare Kit",21.00
56003104K,Crown,10.00,9.00,3.00,30,"Headlight Bezel Kit",0.40
5965338K,Crown,8.50,8.00,3.50,26.5,"Rearview Mirror Kit",0.90
5AGK,Crown,5.00,26.00,46.00,115,"Fender Flare Kit",9.60
6035757K,Crown,3.00,2.50,1.50,24.92,"Windshield Frame Screw Kit",0.30
68003706AA,Crown,3.25,3.25,1.25,7.5,"Brake Caliper Pin Kit",0.30
7086BK,Crown,5.00,5.00,2.00,71.67,"Axle Shaft Bearing Kit",2.00
J0912340,Crown,4.75,4.75,1.00,28.33,"Synchronizer Blocking Ring",0.80
26019852,Crown,6.00,6.00,2.50,115,"Differential Gear Set",4.90
33002970,Crown,1.00,1.00,0.12,0.92,"Oil Filter Adapter O-Ring",0.10
53000604,Crown,2.50,2.00,1.00,9.17,"Shift Knob",0.30
83504032K,Crown,22.50,11.00,0.75,25,"Transmission Filter Kit",1.00
8953001420K,Crown,14.00,14.00,3.00,186.67,"Clutch Kit",15.00
B0015387,Crown,17.00,3.00,0.50,7.08,"Accessory Drive Belt",0.20
8983501398K,Crown,29.00,6.00,5.00,70,"Valve Cover Kit",3.00
8993023K,Crown,9.00,8.00,3.50,26.67,"Rearview Mirror Kit",1.20
926671K,Crown,3.75,3.50,1.75,7.33,"Transfer Case Mount Kit",0.80
B0015375,Crown,16.00,3.00,0.50,7.08,"Accessory Drive Belt",0.20
4761941,Crown,8.00,7.75,5.00,108.33,"Brake Master Cylinder",1.90
AX15BK,Crown,6.25,6.00,3.00,191.67,"Transmission Overhaul Kit",5.00
1AT17080B,Crown,4.75,4.75,1.50,108.33,"Synchronizer Assembly",3.56
231GS,Crown,5.50,6.00,2.50,43.33,"Transfer Case Gasket & Seal Kit",0.90
AX15GS,Crown,8.00,3.50,1.50,20,"Transmission Gasket & Seal Kit",0.40
BA105MASKIT,Crown,8.00,6.00,4.25,400,"Transmission Master Overhaul Kit",4.50
BA10GS,Crown,8.25,3.75,1.75,20,"Transmission Gasket & Seal Kit",0.50
55055274K,Crown,8.00,7.50,5.00,208.33,"Fog Light Set",2.40
BKAX5L,Crown,6.25,6.00,3.00,165,"Transmission Overhaul Kit",3.60
BKT170,Crown,13.00,12.00,1.50,116.67,"Transmission Overhaul Kit",4.40
BKT5M,Crown,6.50,6.00,3.00,191.67,"Transmission Overhaul Kit",3.30
D18EMASKIT,Crown,13.00,12.00,2.00,191.67,"Transfer Case Overhaul Kit",5.20
J0645218,Crown,1.75,0.50,0.50,0.83,"Tie Rod Clamp Bolt",0.10
J0734610,Crown,10.25,10.25,2.50,90,"Pressure Plate",8.30
J0805635,Crown,5.50,5.00,1.75,12.33,"Shock Absorber Bracket",1.30
D30LMASKIT,Crown,8.00,6.00,4.25,141.67,"Differential Overhaul Kit",5.10
J3173532,Crown,2.25,2.25,0.75,2.77,"Wheel Bearing Seal",0.10
J3180416,Crown,7.75,0.25,0.25,2.5,"Push Rod",0.10
D35MASKIT,Crown,13.00,11.00,2.50,161.67,"Differential Overhaul Kit",4.90
4762537,Crown,11.00,6.50,3.75,41.95,"Brake Shoe Set",2.80
D35PBK,Crown,8.00,6.00,4.25,86.67,"Pinion Bearing Kit",2.30
J3231636,Crown,1.00,0.75,0.75,35,"Pitman Arm",0.10
D35WJABK,Crown,8.00,6.00,4.25,76.67,"Axle Shaft Bearing Kit",1.70
D35WJBK,Crown,3.00,3.00,2.00,60,"Axle Shaft Bearing Kit",0.90
D35WJMASKIT,Crown,8.00,5.00,6.00,241.67,"Differential Overhaul Kit",5.80
D44TJMASKIT,Crown,8.00,4.50,6.00,291.67,"Differential Overhaul Kit",8.70
D44WJMASKIT,Crown,8.00,5.00,6.00,241.67,"Differential Overhaul Kit",6.70
J0758977K,Crown,11.50,7.00,6.50,30,"Coolant Bottle Kit",1.20
J0801345,Crown,6.00,3.00,0.50,13.33,"Exhaust Manifold Gasket Set",0.10
J0805123,Crown,8.00,2.50,2.50,81.67,"Sector Shaft Kit",1.60
J8134675,Crown,2.25,2.25,0.50,5.83,"Oil Pump Seal",0.10
J8993317,Crown,6.25,2.00,1.50,7.5,"RTV Sealant",0.30
J9471777,Crown,1.25,0.75,0.75,1.25,Bulb,0.10
L0000067,Crown,1.50,0.50,0.50,1.58,Bulb,0.10
J0915762,Crown,7.00,7.00,5.00,25,"Steering Bellcrank Repair Kit",0.80
J0916646,Crown,1.50,4.00,4.00,15,"Shackle Kit",1.20
TC272915,Crown,12.00,7.00,5.50,19.4,"Tire Cover",1.56
J0920556,Crown,4.00,4.00,1.75,28.33,"Steering Bellcrank Repair Kit",1.30
J0923300,Crown,11.00,9.50,1.00,14.17,"Transfer Case Gasket & Seal Kit",0.40
4801651AA,Crown,10.25,5.00,5.00,200,Starter,6.60
J0991381,Crown,4.00,5.00,1.50,40,"Steering Bellcrank Repair Kit",1.60
J3204833,Crown,4.00,4.00,1.50,10.83,"Steering Box Seal Kit",0.10
J5352665,Crown,56.00,5.00,3.25,125,"Tie Rod Assembly",14.10
J5355714,Crown,14.50,14.25,4.50,183.33,"Hub & Drum Assembly",30.00
J5356105,Crown,32.00,3.50,2.00,56.67,"Drag Link Assembly",4.80
TK5,Crown,14.00,10.00,5.50,75,"Tune Up Kit",4.20
5093448K5,Crown,4.50,2.50,1.25,28.33,"Connecting Rod Bearing Set",0.38
J8124898,Crown,3.25,3.25,1.25,20,"Synchronizer Blocking Ring Set",0.30
J8125030,Crown,9.50,0.50,11.00,20,"Transfer Case Gasket & Seal Kit",0.40
5093448K75,Crown,4.25,2.25,1.25,28.33,"Connecting Rod Bearing Set",0.30
5143544AC,Crown,4.00,2.50,2.50,63.33,"Expansion Valve",0.50
J8125722,Crown,31.00,11.00,3.00,30,"Engine Gasket Set",3.00
J8126499,Crown,1.25,3.25,3.25,38.33,"Pinion Bearing Kit",1.20
55395401AE,Crown,15.00,5.00,2.25,41.67,"Tailgate Hinge",2.70
68028831AC,Crown,15.00,3.00,2.25,38.33,"Tie Rod",1.80
J8126668,Crown,5.75,2.00,1.00,10.83,"Clutch Rod",0.30
55038119AA,Crown,14.00,6.25,5.75,21.67,"Radiator Hose",0.80
5137671AB,Crown,9.25,7.55,5.00,125,"Brake Caliper",5.90
1157NA,Crown,3.25,3.25,1.25,2.17,Bulb,0.06
J8127356,Crown,3.25,3.25,1.50,11.67,"Spindle Bearing Kit",0.20
J8127403,Crown,3.00,3.00,1.50,25,"Synchronizer Blocking Ring Set",0.40
J8127598,Crown,25.50,6.00,4.25,223.33,"Axle Shaft Assembly",11.10
J8129097,Crown,11.00,9.50,0.50,6.5,"Timing Cover Gasket Kit",0.20
J8129098,Crown,0.50,9.50,11.00,7,"Timing Cover Gasket Kit",0.20
4792779AA,Crown,12.50,12.25,5.00,141.67,"Exhaust Manifold",10.56
J8129383,Crown,4.00,2.50,2.50,5,"Fuel Filter Kit",0.30
J8130157,Crown,3.50,1.75,4.00,8.17,"Steering Box Seal Kit",0.30
J8130995,Crown,1.25,10.00,13.00,13.33,"Transfer Case Gasket & Seal Kit",0.30
J8133708,Crown,6.50,4.00,0.25,4.3,"Shift Fork Kit",0.10
J8134015,Crown,1.25,3.25,3.25,23.33,"Bearing Set",0.60
5017832AA,Crown,9.00,7.00,5.50,130,"Brake Caliper",7.81
J8134295,Crown,50.00,3.50,2.00,76.67,"Tie Rod Assembly",5.80
J8136650,Crown,8.00,7.50,5.00,81.67,Hub,7.60
4809118AD,Crown,25.00,5.25,4.00,36.4,"Fuel Filter",0.90
SR4MASKIT,Crown,13.00,12.00,1.75,158.33,"Transmission Master Overhaul Kit",2.90
SRKAX15,Crown,3.75,3.75,2.00,60,"Synchronizer Repair Kit",1.00
SRKAX15L,Crown,3.75,3.75,2.00,56.67,"Synchronizer Blocking Ring Set",1.00
T150MASKIT,Crown,13.00,12.00,1.50,113.33,"Transmission Master Overhaul Kit",3.00
J8126515,Crown,11.00,10.50,9.00,158.33,"Differential Case Kit",9.40
T150MK,Crown,1.75,4.25,4.00,56.67,"Small Parts Master Kit",0.70
T15AMK,Crown,4.75,4.75,2.00,48.33,"Small Parts Master Kit",1.30
T17050MK,Crown,3.75,3.75,1.50,40,"Small Parts Master Kit",0.90
T4T5GS,Crown,8.25,3.50,1.50,11.67,"Transmission Gasket & Seal Kit",0.40
T450,Crown,3.25,3.25,1.50,60,"Small Parts Kit",0.50
TK50,Crown,14.00,10.00,5.75,41.67,"Tune Up Kit",2.90
TK6,Crown,14.00,10.00,5.50,71.67,"Tune Up Kit",4.40
TK8,Crown,14.00,10.00,5.50,66.67,"Tune Up Kit",3.90
TK9,Crown,14.00,10.00,5.50,66.67,"Tune Up Kit",3.90
4593777,Crown,5.50,5.50,5.50,121.67,"Hub Assembly",6.00
RT26001,Crown,20.50,13.00,5.00,65,"Cowl Scoop",2.20
J8132404,Crown,1.00,1.00,0.06,0.75,"Reverse Idler Gear Washer",0.10
4861737AA,Crown,13.00,10.00,2.00,17.5,"Air Filter",0.81
5003336AB,Crown,4.25,4.25,4.25,108.33,Yoke,2.00
68064763AA,Crown,7.00,7.00,5.00,150,"Fan Clutch",3.10
55396536AI,Crown,20.00,15.50,9.50,233.33,Headlight,7.60
55396537AI,Crown,20.00,15.50,9.50,233.33,Headlight,6.50
RT34046,Crown,61.00,7.00,1.00,113.33,"Rocker Panel Overlay Set",5.60
55396459AH,Crown,18.00,13.50,6.25,110,"Tail Light",3.30
1NT49AXRAI,Crown,15.50,11.25,7.00,111.67,Mirror,3.88
4612461,Crown,8.00,3.00,0.75,8.5,"Accessory Drive Belt",0.20
5KFKRR,Crown,45.00,19.50,7.00,133.33,"Fender Flare Set",8.10
D44JKBK,Crown,3.00,3.00,3.00,60,"Axle Shaft Bearing Kit",1.30
56041693AC,Crown,8.75,8.25,8.25,296.67,Alternator,14.10
68159526AB,Crown,9.75,4.00,3.25,46.67,"Brake Pad Set",3.75
5FW72DX9AD,Crown,40.00,15.00,5.00,53.33,"Fender Flare",1.40
5FW73DX9AD,Crown,40.00,15.00,5.00,53.33,"Fender Flare",1.40
5FW76DX9AC,Crown,38.00,14.00,4.00,60,"Fender Flare",1.20
RT30010,Crown,2.75,4.05,4.00,18,"Mirror Relocation Bracket Set",2.88
4861277AD,Crown,6.50,6.00,3.00,45,"Drive Belt Tensioner",1.66
68046195AF,Crown,11.50,11.00,4.50,96.67,"Control Arm",5.88
68078284AA,Crown,8.00,4.50,2.75,10.83,"Fog Light Bezel",0.13
56042301AG,Crown,8.00,6.00,4.25,103.33,"Multifunction Switch",0.60
56042300AG,Crown,8.50,5.50,3.00,73.33,"Multifunction Switch",0.40
52100009AC,Crown,28.00,9.50,2.00,21.67,"Fuel Tank Strap",1.80
J3218732,Crown,5.00,1.75,1.75,18.33,"Intake Valve",0.30
5066901AA,Crown,17.75,8.75,0.50,25,"Engine Oil Pan Gasket",0.13
4792874AA,Crown,24.25,11.50,1.75,43.33,"Engine Oil Pan Gasket",2.63
55037992AD,Crown,30.00,25.00,5.75,266.67,"Cooling Fan Module",11.00
68157291AA,Crown,5.50,4.00,4.00,40,"Fuel Filter",0.56
4666102AA,Crown,13.00,12.75,3.00,163.33,Flywheel,32.00
5012828AC,Crown,8.75,8.50,5.50,583.33,"Ring & Pinion Kit",12.30
68004203AB,Crown,17.50,1.25,1.00,9.17,"Mode Cable",0.10
68004204AB,Crown,19.50,1.25,1.00,7.67,"Temperature Control Cable",0.10
68091827AA,Crown,6.50,2.75,2.75,15,"Oil Filter",0.19
5066492AB,Crown,8.50,8.00,5.50,441.67,"Ring & Pinion Kit",12.50
68030655AA,Crown,21.75,20.00,3.50,75,"Window Regulator",3.81
68032207AA,Crown,0.25,0.25,0.25,2,"Fuel Injector O-Ring",0.02
55369597AC,Crown,47.75,37.75,13.25,120,Fender,9.00
4806164AJ,Crown,18.00,13.50,8.00,216.67,Headlight,5.90
4707839AA,Crown,3.00,3.00,2.00,43.33,"Vehicle Speed Sensor",0.10
5086674AB,Crown,4.00,3.00,2.75,50,"Ball Joint",1.81
5143311AF,Crown,8.00,3.50,3.00,90,"Multifunction Switch",0.30
4762551,Crown,3.00,3.00,3.00,18.33,"Brake Caliper Piston",0.40
5143312AF,Crown,8.00,4.00,3.00,100,"Multifunction Switch",0.30
5072958AC,Crown,8.25,4.75,2.50,48.33,"Ball Joint",1.69
5011987AA,Crown,3.00,1.75,0.12,3.33,"Silicone Grease Pack",0.10
68156902AA,Crown,6.00,4.25,2.00,25,"Tie Rod End",1.50
4895041AF,Crown,31.25,18.00,5.25,150,"Control Arm",19.00
4895040AF,Crown,31.25,18.00,5.25,150,"Control Arm",19.00
SPFR8T1332,Crown,3.75,1.00,0.25,11.33,"Spark Plug",0.13
5066334AA,Crown,19.00,9.00,9.00,50,Strut,10.20
55079379AE,Crown,20.00,15.50,10.00,275,Headlight,6.30
68088868AA,Crown,20.00,15.25,9.75,215,Headlight,6.30
68033744AB,Crown,79.50,15.00,14.00,150,Fascia,8.40
68088869AA,Crown,20.00,15.25,9.75,215,Headlight,6.30
52098776,Crown,8.50,8.00,8.00,120,"Differential Case",12.50
5KF16RXFAE,Crown,51.00,27.00,8.00,65,"Fender Flare",5.20
5KF17RXFAE,Crown,51.00,27.00,8.00,65,"Fender Flare",5.20
RT28040,Crown,41.00,14.25,6.00,1000,"Grille & Led Light Bar Kit",10.00
RT28046,Crown,4.50,4.50,2.50,131.67,"LED Fog Lamp Bulb Kit",0.25
55027207K,Crown,9.00,8.00,3.75,41.67,"Mirror Set",1.30
5180606AB,Crown,19.00,3.50,3.50,91.67,"Tension Strut",5.40
5180607AB,Crown,19.00,3.50,3.50,91.67,"Tension Strut",5.40
BT10001,Crown,12.00,11.00,3.50,48.45,"Beach Topper",3.63
BT10101,Crown,12.00,12.00,4.25,48.45,"Beach Topper",3.50
BT10201,Crown,12.00,11.00,3.50,48.45,"Beach Topper",3.44
BT20001,Crown,12.00,11.00,3.75,48.45,"Beach Topper",3.56
BT20009,Crown,12.00,11.00,3.75,42.83,"Beach Topper",3.50
5115663AC,Crown,46.00,30.00,9.00,116.67,Fender,7.00
RT28068,Crown,5.00,3.00,2.25,96.67,"LED Bulb Kit",0.13
BT40015,Crown,12.00,11.00,3.75,46.38,"Beach Topper",3.63
BT40035,Crown,12.00,11.00,3.75,52.5,"Beach Topper",3.50
55369218AB,Crown,51.00,30.00,8.00,125,Fender,6.60
5014402AA,Crown,8.00,8.00,5.00,658.33,"Ring & Pinion Kit",9.80
5140028AA,Crown,13.00,7.00,3.00,53.33,"Crankshaft Retainer  & Seal Kit",1.50
CA10335,Crown,15.25,11.50,7.00,218.33,"Cover All Kit",6.60
CB10011,Crown,12.00,12.00,8.50,60,"Combo Beach Topper",4.06
CB20011,Crown,12.00,12.00,8.50,60,"Combo Beach Topper",4.00
4805856AA,Crown,5.25,5.00,5.00,63.33,"Fog Light",0.60
5105572AA,Crown,5.00,5.00,2.00,31.67,"Wheel Speed Sensor",0.31
CB20015,Crown,12.00,12.00,8.50,84,"Combo Beach Topper",6.88
CB30011,Crown,12.00,12.00,8.50,43.33,"Combo Beach Topper",3.81
CB30036,Crown,12.00,12.00,8.50,104.25,"Combo Beach Topper",6.75
CB30035,Crown,14.00,12.00,9.00,104.25,"Combo Beach Topper",8.06
53034095AA,Crown,15.00,6.00,0.75,25,"Accessory Drive Belt",0.56
4892146AA,Crown,19.00,6.00,0.88,11.67,"Valve Cover Gasket",0.19
CB30135,Crown,12.25,12.25,8.50,107.53,"Combo Beach Topper",9.00
CB30136,Crown,14.00,12.00,9.00,122.18,"Combo Beach Topper",9.13
56032520AC,Crown,6.50,6.00,3.00,70,"Ignition Coil",3.30
4612669,Crown,10.00,3.00,1.00,20.1,"Accessory Drive Belt",0.30
CT20009T,Crown,40.00,29.50,11.50,920.93,"Complete Top",65.00
4792778AA,Crown,15.50,11.00,7.00,141.67,"Exhaust Manifold",10.50
5093254AB,Crown,5.75,5.50,2.50,100,Clockspring,0.50
4779196AE,Crown,13.00,13.00,2.50,65,"Brake Rotor",18.00
5105062AC,Crown,5.75,5.50,2.50,23.33,"Wheel Speed Sensor",0.31
5105063AD,Crown,4.50,4.50,2.00,21.67,"Wheel Speed Sensor",0.31
68083884AA,Crown,18.00,0.63,0.63,36.67,"Liftgate Glass Support",0.38
68184746AA,Crown,8.00,7.50,4.50,150,"Hub Assembly",10.00
RT28003,Crown,5.00,5.00,2.00,18,"Windshield Light Mount Bracket Set",1.50
68003527AA,Crown,13.50,13.00,3.50,233.33,"Differential Gear Kit",4.60
CT20137,Crown,50.00,30.00,9.50,965.03,"Complete Top",74.00
4720598,Crown,2.50,1.25,1.25,18.33,"Coolant Temperature Sensor",0.06
4677692AA,Crown,37.25,21.50,7.50,200,Radiator,16.00
4578601AA,Crown,29.00,5.75,4.75,125,"Axle Shaft Assembly",14.50
5143570AA,Crown,8.00,2.50,2.50,40,"Ball Joint",2.19
4895415AB,Crown,1.50,1.50,0.25,0.92,"Control Arm Spacer",0.10
CT20236T,Crown,50.00,30.00,9.50,965.03,"Complete Top",74.00
6508863AA,Crown,1.00,0.50,0.50,1.58,Retainer,0.02
53032152AD,Crown,4.00,2.50,2.50,115,"Multiple Displacement Solenoid",0.50
52059999AC,Crown,5.75,5.50,2.50,10.83,"Coil Spring Isolator",0.90
5106023AA,Crown,13.50,13.50,3.50,383.33,"Modular Clutch",23.50
4612727,Crown,11.50,3.00,0.50,10,"Accessory Drive Belt",0.30
68002763AA,Crown,2.50,2.00,2.00,25,"Map Sensor",0.06
68042866AB,Crown,10.00,9.00,1.25,15.83,"Cabin Air Filter",0.30
RT33017,Crown,13.50,7.00,3.00,40,"Snatch Block Kit",8.00
RT33018,Crown,22.00,5.50,4.00,33.33,"Recovery Strap",4.38
5183276AA,Crown,24.00,2.00,0.75,15,"Wiper Blade",0.20
4660007AA,Crown,6.50,6.00,3.00,108.33,"Clutch Master Cylinder",0.50
4637527,Crown,4.50,4.50,2.00,183.33,"Fifth Gear Counter",3.81
DF100YJ,Crown,39.50,28.00,4.50,94.05,"Door Frame Set",12.00
DF200TJ,Crown,36.00,28.00,4.25,117.52,"Door Frame Set",18.00
DS10015,Crown,40.00,27.00,2.00,136.97,"Door Skin Set",8.75
J3181643,Crown,0.75,0.75,0.50,0.67,"Hose Clamp",0.02
G455313,Crown,1.75,0.25,0.25,0.75,"Differential Shaft Pin",0.10
J8127434,Crown,1.00,0.25,0.25,0.27,"Roll Pin",0.02
DS10115,Crown,37.00,26.50,2.00,177.45,"Door Skin Set",7.38
DS10135,Crown,37.50,27.00,2.00,129.25,"Door Skin Set",7.19
DS10137,Crown,37.50,26.75,2.50,177.45,"Door Skin Set",6.60
4612746,Crown,7.50,6.75,5.00,67.6,"Engine Mount",4.00
FC10009,Crown,16.50,12.00,11.00,73.44,"Full Car Cover",8.10
5137608AB,Crown,4.50,2.50,0.75,19.17,"Brake Caliper Pin Kit",0.44
68033230AB,Crown,31.50,18.00,5.00,246.67,"A/C Condenser",6.00
J0804622,Crown,12.00,0.50,0.50,6.25,"Push Rod",0.20
5140863AA,Crown,7.00,5.50,3.50,40,"Brake Hose",0.20
68151945AA,Crown,3.25,3.25,1.50,16.67,"Brake Pad Clip Kit",0.10
52058121AB,Crown,50.75,4.75,3.50,96.67,Crossmember,10.40
55395101AB,Crown,12.50,12.50,3.75,65,"Windshield Frame Weatherstrip",1.90
53010553AB,Crown,6.00,4.00,4.00,23.33,"Thermostat Housing",0.60
56041436AC,Crown,8.00,7.50,4.25,150,Starter,6.90
56046956AF,Crown,3.25,3.25,1.25,133.33,"Key Fob",0.13
68105078AF,Crown,3.25,3.25,1.25,113.33,"Key Fob",0.13
68273101AA,Crown,10.50,5.00,4.00,63.33,"Brake Pad Set",2.19
68019678AE,Crown,3.50,3.00,2.88,43.33,"Headlight Switch",0.25
