Number,Width,Length,Height,Price,Description,Weight
4897033AB,5.00,10.00,2.00,80,"Piston Ring Set",0.60
TRK1,4.25,12.25,3.25,66.67,"Tie Rod End Kit",3.60
TRK3,4.25,12.25,3.25,68.33,"Tie Rod End Kit",4.40
4897772P,4.00,4.00,4.00,96.67,"Piston & Pin",1.20
4779208AB,13.00,13.00,3.00,65,"Brake Rotor",15.00
55397217AJ,15.00,28.00,10.25,216.67,"Spare Tire Bracket",8.60
55136024AG,6.00,49.50,5.00,65.83,"Door Glass Seal",4.00
4373296,0.75,4.00,0.75,8.33,"Door Jamb Switch",0.10
55136080AI,8.00,27.00,2.00,63.33,"Door Glass Seal",1.80
5290537AA,2.50,14.25,2.50,98.33,"Brake Rotor",27.00
55136081AI,8.00,27.00,2.00,63.33,"Door Glass Seal",1.80
53054313K,4.00,42.00,3.00,140,"Drag Link Assembly",10.10
4378595,1.75,27.25,1.25,33.33,"Liftgate Support",2.40
BHK1,3.75,3.75,20.50,99.17,"Brake Hose Kit",2.40
5273731AB,2.00,2.50,2.00,4,"Control Arm Bushing",0.40
4656612AH,3.75,20.25,3.50,60,"Shock Absorber",4.00
BHK2,3.75,20.50,3.75,108.33,"Brake Hose Kit",2.80
BHK5,3.75,20.50,3.75,76.67,"Brake Hose Kit",1.60
4779328AB,7.50,8.25,4.75,93.33,"Hub Assembly",8.60
68184784AA,3.75,20.50,3.75,43.33,"Compression Link",2.80
5FB63RTBK,3.25,3.25,1.00,17.08,"Door Pin Insert Kit",0.13
5FB63JS1K,3.25,3.25,1.25,17.08,"Door Pin Insert Kit",0.13
68241334AA,14.25,14.50,4.50,108.33,"Tail Light",2.60
TK51,10.00,14.00,5.50,76.67,"Tune Up Kit",2.00
TK52,10.00,14.00,5.50,76.67,"Tune Up Kit",2.00
5161335AF,8.00,16.50,7.00,241.67,"Fuel Module",3.40
4766866AA,1.25,11.50,1.25,23.33,"Sway Bar Link",0.60
5013306AA,5.25,5.25,5.25,63.33,"Input Bearing Retainer",2.30
68000682AB,6.50,11.00,6.00,40,"Parking Light",0.90
RT21003,6.00,6.50,3.00,90,"Hd Ball Joint Set",2.60
6504672,1.25,1.75,1.25,6.67,"Lug Nut",0.20
4686353,3.25,3.25,1.50,46.67,"Camshaft Position Sensor",0.20
4884159AA,5.50,6.00,4.50,65,"Water Pump",2.30
5137691AA,22.50,31.00,6.00,205,Radiator,12.00
68193586AC,3.25,3.25,1.25,90,"TPMS Sensor",0.13
52013468AC,4.00,2.50,9.00,25,"Tie Rod End",1.70
68227140AA,6.50,61.00,6.00,163.33,"Bumper Beam",12.60
53032805AB,3.50,12.50,1.00,45,"Accessory Drive Belt",0.60
5014821AA,11.25,11.25,6.00,91.67,"Differential Cover Kit",4.30
SC30021,12.50,12.50,5.00,59.99,"Seat Cover Set",3.30
5017973AA,7.75,11.75,5.50,200,"Brake Master Cylinder",2.50
4683996AM,6.00,16.00,2.75,15.83,"Brake Hose",0.60
4805851AD,11.50,15.00,7.00,91.67,"Tail Light",3.30
5058456AE,10.50,10.00,10.50,81.67,"Coolant Bottle",2.80
68095335AA,4.00,5.75,4.00,40,"Oil Filter",1.20
5115294AG,11.50,15.50,7.00,91.67,Mirror,3.80
RTS20037T,10.00,32.00,10.00,598.5,"Sailcloth Replacement Top",26.00
5018563AA,4.25,10.00,3.50,46.67,"Brake Pad Set",4.90
6036415AA,0.50,1.75,0.50,2.67,"Drive Shaft Bolt",0.02
4671790AB,2.50,4.00,2.50,24.17,"Ignition Switch",0.30
68148078AA,2.50,4.00,2.50,44.17,"Headlight Switch",0.40
68277082AA,6.00,6.00,6.00,75,"Engine Mount",4.00
4891661AA,3.00,11.00,1.00,36.67,"Accessory Drive Belt",0.40
5078556AA,8.00,13.50,5.00,38.33,"Transmission Pan",3.60
68223040AA,15.00,20.00,9.50,191.66,"Evaporator Core",4.40
55366676K2,8.00,13.50,5.00,200,"Body Mount Kit",11.70
4378768,1.75,24.25,1.00,35,"Liftgate Support",1.30
68029848AD,7.50,8.00,4.75,99,"Brake Caliper",5.60
68029849AD,7.50,8.00,4.75,99,"Brake Caliper",5.60
68034720AA,6.00,11.00,6.00,113.33,"Brake Caliper Bracket",6.00
4805742AB,1.25,2.00,0.75,12.33,"Windshield Washer Nozzle",0.02
5072458AA,3.75,3.75,1.75,48.33,"Input Shaft Bearing",0.90
5097737AA,3.25,3.25,1.25,23.33,"Wheel Bearing Set",0.40
5140710AA,6.25,9.00,3.75,48.33,"Brake Shoe Set",3.30
52128510AG,18.00,23.00,2.00,31.67,"Parking Brake Cable",1.80
52128511AF,17.00,25.00,2.00,31.67,"Parking Brake Cable",1.60
RT20040,22.00,58.00,11.50,816.67,"HD Bumper",101.00
5080565AA,1.25,3.50,1.25,2,"Anti-Rattle Clip",0.02
13795,0.25,0.75,0.25,1.83,"Shift Fork Insert",0.10
15556,0.75,0.50,0.50,1.33,"Shift Fork Insert",0.10
5047453AA,1.00,1.00,0.75,4.17,"Valve Seal",0.02
43233,10.25,11.00,9.00,225,"Differential Case Kit",11.50
4766312AD,7.00,37.00,5.00,43.33,"Power Steering Return Hose",0.60
RT34053,2.00,23.00,1.25,28.33,"Entry Guard Set",0.60
4383096,11.50,12.00,2.00,70,"Brake Rotor",13.70
RT34056,6.75,7.25,5.00,53.33,"Fuel Filler Bezel",1.10
400526,4.75,9.50,3.25,131.67,"Locking Hub Set",5.40
RT34017,14.50,15.00,2.00,93.33,"Windshield Hinge Kit",4.30
68210314AE,24.00,39.00,2.50,105,"Fender Flare",0.80
68137552AC,6.25,6.75,3.00,108.33,"Hub Assembly",5.80
RT34027,8.75,17.75,0.25,53.33,"Dash Overlay",1.40
4383397,6.00,6.50,3.00,40,"Brake Pad Set",4.40
4860308,20.50,48.00,13.25,75,"Fender Liner",1.80
4860309,20.00,51.50,13.00,75,"Fender Liner",2.00
5116079AA,1.25,3.25,1.25,10.83,"Windshield Washer Nozzle",0.02
68021299AB,29.00,70.00,22.00,283.33,Fascia,13.40
RT34033,3.75,8.00,0.50,38.33,"Steering Column Cover",0.40
4423371,14.50,14.50,5.00,75,"Brake Drum",23.00
RT34024,5.00,54.50,3.00,96.67,"Bumper Overlay",5.10
J8121683020,4.25,8.50,2.00,86.67,"Piston Ring Set",0.80
4423385,1.00,17.25,1.00,20,"Brake Hose",0.30
RT26033,8.50,8.50,3.00,50,"Stone Guard Set",1.30
RT26021,5.90,21.30,25.20,51.67,"Windshield Light Mount Bracket Set",2.10
68271086AA,4.25,4.25,4.25,131.67,Yoke,2.40
RT28102,3.25,3.50,1.50,31.67,"LED License Plate Bolt Light Set",0.13
RT26003,4.00,7.50,2.50,56.67,"Door Hinge Set",3.30
RT26007,13.00,18.50,15.00,81.67,"Hood Set",23.00
4423446,3.25,23.00,3.00,40,"Brake Hose",0.60
641878,7.50,19.00,7.50,75,Muffler,6.70
914047,18.00,18.00,6.00,75,"Steering Wheel",3.90
916056,3.00,37.00,2.00,140,"Leaf Spring Assembly",29.00
922727,1.00,5.00,1.00,23.33,"Spark Plug",0.30
941889060,4.25,4.50,1.75,33.8,"Piston Ring Set",0.40
2129013,7.00,10.25,0.13,1,"Water Pump Gasket",0.10
2276804,1.25,1.25,0.50,2.67,"Hood Bumper",0.10
J0642190,3.00,2.00,3.25,12.5,"Intermediate Shaft Bearing",0.30
2881686,0.75,3.00,0.50,2.08,"Drum Brake Adjuster Screw",0.20
4423447,3.50,23.00,3.00,36.67,"Brake Hose",0.60
2955374,3.75,3.75,1.00,17.5,"Wheel Bearing Cup",0.40
1BD22RXFADK,17.00,83.00,10.00,241.67,"Bumper Kit",17.50
3461665,1.50,2.50,0.25,2,"Drum Brake Adjuster Lever",0.10
3723149,6.25,7.25,1.00,35,"Differential Carrier Bearing",0.40
5KC84TZZAE,20.00,44.50,6.75,66.67,"Fender Flare",7.60
5KC85TZZAE,20.00,44.50,6.75,66.67,"Fender Flare",7.60
5KC86TZZAG,20.00,46.00,7.00,66.67,"Fender Flare",9.60
83300046,3.25,3.25,0.50,9.83,"Synchronizer Blocking Ring",0.30
J0990192,9.00,15.00,4.00,90,"Steering Shaft Joint Assembly",4.00
RT26088,11.00,15.50,7.00,106.67,"Jerry Can Mount",7.00
SB40002,14.50,14.50,5.50,65.25,"Window Storage Bag",4.00
68185911AA,3.25,3.25,1.25,9.16,"Door Lock Switch Bezel",0.06
68035573AA,3.00,3.00,2.00,11.5,"Ring Gear Bolt Kit",1.00
55077969AD,11.25,15.00,7.00,108.33,Mirror,3.80
4862630AA,4.00,4.00,1.75,125,"Pinion Bearing Set",1.60
4743044AA,3.00,3.00,0.50,14.17,"Strut Mount Bearing",0.10
5127704AA,5.00,5.00,0.75,20,"Axle Shaft Seal",0.40
4882351,8.50,31.50,8.00,250,"Axle Shaft Assembly",21.50
4694870AD,6.00,6.25,3.00,25,"Strut Mount",3.30
68059111AA,2.25,31.00,1.00,44.17,"Liftgate Support",1.30
52089465AF,3.00,3.00,3.00,8.17,"Sway Bar Bushing",0.50
4648973AD,1.25,3.25,1.25,9.17,"PCV Valve",0.06
68044869AA,13.50,14.00,3.25,168.33,"Clutch Kit",19.60
53030591,2.25,2.50,1.50,3,"PCV Elbow",0.10
154870AA,1.75,4.25,1.75,15,Bulb,0.10
4638411C,13.00,13.00,3.00,98.33,"Pressure Plate",16.10
4743040AA,1.25,1.75,1.25,4.17,"Leaf Spring Bushing",0.10
4764501AC,16.50,21.00,4.50,116.67,"Control Arm",18.00
C725MASKIT,6.00,8.00,4.25,190,"Differential Overhaul Kit",4.80
5019854AB,11.50,12.00,5.75,700,"Ring & Pinion Kit",16.70
5066530AA,6.00,8.00,4.25,200,"Differential Gear Kit",4.50
53020778,3.75,3.75,0.75,70,"Timing Chain",1.00
4612716AB,3.00,9.25,1.00,31.67,"Accessory Drive Belt",0.40
5066051AA,8.25,8.50,5.50,587.5,"Ring & Pinion Kit",10.40
5066480AA,10.25,11.25,9.50,433.33,"Differential Case Kit",16.50
52019482AC,10.50,26.00,5.50,450,"Catalytic Converter",7.00
52028992AC,7.50,7.50,4.25,80,"Fan Clutch",3.20
52088251AB,15.00,2.00,5.00,45,"Steering Stabilizer",2.10
55037618AD,21.50,26.00,7.50,320.67,"A/C Condenser",7.60
55056642AD,17.00,24.50,3.00,183.33,"Cooling Fan Module",5.00
BBD42S,8.50,8.50,7.25,316.67,Carburetor,5.10
J0051575,3.00,3.00,1.00,40,"Output Shaft Bearing",0.50
J3108202,0.50,0.75,0.12,0.42,"Parking Brake Lever Retainer",0.10
J3224192,4.00,2.00,11.00,16.67,"Clutch Fork",1.50
J3235938,0.50,2.00,0.50,8.33,"Check Valve",0.20
J5355330,8.00,8.00,0.50,15,"Parking Brake Cable",0.20
J5752282,11.00,12.00,2.00,23.33,"Speedometer Cable",0.50
J8125880,2.75,4.50,0.50,7.33,"Wheel Cylinder Rebuild Kit",0.10
4106180,4.00,5.50,2.00,40,"Tie Rod End",1.10
4060895,3.50,14.50,1.00,55,"Accessory Drive Belt",0.60
4740767,13.00,21.00,12.00,154.27,"Receiver Drier",4.00
4740259,4.25,9.50,2.00,154.27,"Piston Ring Set",0.80
4740683,6.00,6.50,3.00,313.73,"Compressor Clutch",5.20
4213583,5.50,11.00,1.75,9.17,"Air Filter",0.50
4228492,3.50,3.50,2.50,13,"Leaf Spring Bushing",1.10
4300494,2.00,2.50,2.00,60,"Idle Air Control Valve",0.30
4546533,7.50,13.00,3.00,11.17,"Radiator Hose",0.70
4322628,7.00,7.00,3.00,30,"Strut Seat",1.90
4338934,4.25,8.25,4.25,116.67,"Output Shaft",4.60
4546535,4.00,15.00,3.00,13.33,"Radiator Hose",0.60
4383838,1.00,17.50,1.00,20,"Brake Hose",0.30
4383850,1.00,9.00,1.00,15.6,"Brake Hose",0.30
4383968,10.25,10.50,2.25,75,"Brake Rotor",11.50
4423725,4.00,8.50,3.00,31.67,"Brake Pad Set",4.40
4565319,2.50,4.00,2.50,31.67,"Headlight Switch",0.40
4565320,2.50,2.50,4.00,23.33,"Headlight Switch",0.10
4565321,2.50,4.00,2.50,40,"Headlight Switch",0.40
4567260,2.50,2.50,1.00,6,"Output Shaft Bearing Cup",0.20
4608650,1.00,1.50,0.50,9.83,Relay,0.10
4616935,10.50,10.50,2.25,65,"Brake Rotor",11.30
4621489,7.25,9.50,5.50,86.67,"Water Pump",2.70
4626696,2.25,2.25,0.25,5.83,"Axle Shaft Seal",0.10
4660700,6.00,6.00,3.00,121.67,"Clutch Master Cylinder",0.60
4663228,4.50,8.50,4.25,43.33,"Transmission Mount",3.40
4663637,1.50,11.00,1.00,12.5,"Timing Chain Guide",0.30
4663676,2.50,3.00,2.50,43.33,"Timing Chain Tensioner",0.40
4674376,40.00,59.00,6.00,191.67,Hood,34.00
4682624,18.00,31.50,5.50,200,"Cooling Fan Module",11.90
4686109,6.00,10.75,5.75,233.33,Starter,9.10
4719040,41.00,60.00,6.00,216.67,Hood,37.00
4713586,3.50,5.00,1.25,10.57,Bulb,0.10
4717349,1.75,27.75,0.75,18.33,"Wiper Blade",0.60
4720822,3.50,3.50,1.50,29.17,"Universal Joint",1.10
4720864,8.50,8.50,6.00,750,"Ring & Pinion Kit",12.20
4723918,6.00,4.50,6.00,450,"Viscous Coupling",14.00
4728013,4.00,8.75,3.00,36.67,"Brake Pad Set",4.90
4728037,9.50,10.00,2.50,36,"Ignition Wire Set",1.10
4728121,3.00,3.00,3.00,25,"Brake Caliper Rebuild Kit",0.60
4728547,1.50,2.25,0.25,4.83,"Drum Brake Adjuster Lever",1.00
4728777,3.75,8.50,3.00,28.33,"Brake Pad Set",4.30
4728944,6.25,10.25,2.25,81.67,"Ignition Wire Set",2.00
4741015,8.00,8.25,5.50,766.67,"Ring & Pinion Kit",11.30
4743127,2.50,19.25,2.00,45,"Shock Absorber",3.30
4743643,8.50,19.50,8.25,103.33,Strut,11.70
52001132,1.25,1.25,0.75,1.33,"Sway Bar Link Bushing",0.10
4746285,4.00,4.00,1.50,43.33,"Ignition Cylinder",0.30
4746656,3.75,4.00,1.50,55.47,"Shift Fork",0.40
4762861,4.50,6.00,2.50,30,"Tie Rod End",1.30
4778707,5.00,5.00,2.00,48.33,"Camshaft Gear",1.90
4797706,4.00,6.00,3.00,30,"Tie Rod End",1.30
4800879,2.00,3.25,1.50,14.83,"Transmission Output Speed Sensor",0.10
4856346,11.50,11.50,6.00,808.33,"Ring & Pinion Kit",18.40
4856372,13.00,13.00,3.00,325,"Differential Gear Set",7.60
4856564,8.00,4.00,8.00,86.67,"Parking Light",0.90
4856565,8.00,4.00,8.00,86.67,"Parking Light",0.90
4863795,3.75,3.75,2.00,21.67,"Timing Chain",0.90
5019987,3.25,3.50,1.25,14.17,"Brake Caliper Pin Kit",0.30
4864843,13.50,14.00,3.25,683.33,"Ring & Pinion Kit",12.60
4874372,3.25,3.25,1.50,73.33,"Idle Air Control Valve",0.40
4877262,13.50,14.50,3.50,80,"Brake Drum",18.80
4882841,11.00,11.25,5.75,608.33,"Ring & Pinion Kit",14.10
4882844,11.00,11.25,5.75,825,"Ring & Pinion Kit",14.60
5226535,1.50,2.25,1.25,7.17,"Distributor Rotor",0.10
5226546,4.00,4.00,4.00,9.17,"Distributor Cap",0.30
5252066,1.75,11.50,0.75,91.67,"Shift Shaft",0.90
5252622,6.25,11.00,5.25,96.67,"Brake Master Cylinder",8.30
5269707,2.50,4.25,2.50,90,"Oxygen Sensor",0.40
5272190,1.50,6.50,1.50,13.33,"Sway Bar Link",0.80
5272222,2.25,2.50,1.75,5.67,"Sway Bar Bushing",0.20
5277829,3.50,3.50,1.50,63.33,"Fuel Pressure Regulator",0.20
5281175,5.50,6.50,4.50,40,"Water Pump",2.30
6035514,1.00,4.25,1.00,2.33,"Cylinder Head Bolt",0.30
33002299,5.50,5.50,5.25,141.67,"Ignition Module",2.10
33004534,13.50,14.00,3.00,73.33,"Shift Cable",1.90
52000051,10.00,53.00,3.50,115,"Leaf Spring Assembly",29.00
52002609,2.00,9.50,1.50,12.5,"Sway Bar Link",0.90
52005642,4.00,33.50,2.50,76.67,"Track Bar",3.00
52007394,5.00,3.50,4.00,18.33,"Engine Mount",1.40
52007562,1.00,21.00,1.00,20.83,"Brake Hose",0.40
52019276,4.50,4.75,3.50,28.33,"Engine Mount",1.60
52037645,5.00,16.00,3.00,31.67,"Power Steering Return Hose",0.30
52067596,3.25,3.25,0.50,9.17,"Pinion Seal",0.10
52087771,2.00,10.00,1.50,22.5,"Sway Bar Link",0.90
52118500,4.75,5.50,3.00,98.33,"Transmission Control Solenoid",0.80
53010199,12.50,13.00,5.00,200,"Exhaust Manifold",9.40
53007463,0.75,2.00,0.75,1.42,"Wheel Stud",0.10
53030933,6.50,17.00,3.50,98.33,"Exhaust Manifold",8.60
55005529,1.25,19.00,1.00,10.83,"Door Glass Weatherstrip",0.30
55016588,3.25,5.75,0.63,23.33,"Hood Hinge",0.80
55076210,1.00,1.00,19.50,33.33,"Liftgate Glass Support",0.40
55154811,9.50,12.25,4.50,100,Mirror,2.30
55235406,1.00,26.00,1.00,11.67,"Door Glass Weatherstrip",0.40
56001197,2.50,4.25,2.50,17.5,"Headlight Switch",0.40
56005099,4.75,4.75,15.50,24.17,"Parking Light",1.10
56006885,1.25,4.00,1.25,5.83,"Headlight Switch Knob",0.10
56006886,1.00,4.00,1.00,7.5,"Headlight Switch Knob",0.10
56016721,6.25,8.00,4.50,46.67,"Tail Light",1.10
56027902,3.50,4.50,1.50,66.67,"Oxygen Sensor",0.30
56027905,3.75,7.50,2.50,28.33,"Vehicle Speed Sensor",0.60
56041056,3.00,4.00,3.00,75,"Oxygen Sensor",0.30
56041207,6.00,8.00,6.00,216.67,Starter,7.00
83300113,7.00,9.50,4.25,86.67,"Brake Master Cylinder",9.10
83300115,6.25,11.00,5.75,106.67,"Brake Master Cylinder",7.90
83500211,4.00,4.25,1.75,14.73,"Piston Ring Set",0.20
83502353,8.25,8.25,5.50,400,"Ring & Pinion Kit",12.20
83502715,4.75,8.25,3.75,63.33,"Fuel Pump",1.10
83503003,4.00,4.00,4.00,7.5,"Pinion Shim Set",2.10
83503004,3.00,3.00,3.00,40,"Differential Carrier Shim Kit",1.40
83503147,2.75,2.75,0.50,7.5,"Output Seal",0.10
83503069,1.50,12.50,1.50,23.33,"Differential Shaft",0.70
83503087,11.25,11.25,5.75,416.67,"Ring & Pinion Kit",15.90
83503113,4.00,4.00,6.00,96.67,"Vacuum Motor Kit",0.80
83503407,5.50,9.50,5.50,63.33,"Water Pump",3.60
83506020,4.50,12.50,4.50,233.33,"Input Shaft",3.30
4509994AA,11.00,11.00,1.75,40,"Brake Rotor",13.70
4675586AB,17.00,24.50,3.00,136.67,"Window Regulator",5.20
4779111AC,11.00,11.00,2.25,53.33,"Brake Rotor",10.00
12VST,5.00,10.00,3.00,56.67,"Wiper Motor Kit",1.80
1351070002,4.25,4.25,1.75,60.67,"Sliding Gear",1.60
154905AA,7.00,7.75,4.75,31.67,Headlight,1.40
4573561AB,1.75,1.75,0.75,5.83,"PCV Valve",0.10
4593003AB,8.00,8.75,4.75,115,"Hub Assembly",7.80
4656934AB,1.50,9.00,1.50,17.5,"Sway Bar Link",0.90
4668330AD,6.25,6.50,3.00,130,"Clutch Master Cylinder",0.60
4682354AB,11.50,24.50,4.25,43.33,"Radiator Hose",1.80
4684744AB,2.50,19.00,2.50,108.33,"Shock Absorber",12.40
4724754AF,53.00,63.00,12.00,266.67,Hood,31.00
4743015AC,8.50,1.25,8.50,15,"Coil Spring Isolator",0.90
4746378KT,15.00,2.00,16.50,116.67,"Transmission Overhaul Kit",0.80
4762416P,3.75,3.75,1.50,41.67,"Drive Belt Tensioner Pulley",0.60
4779199AA,6.50,7.00,4.25,100,"Hub Assembly",6.80
4779209AC,12.50,12.50,2.75,70,"Brake Rotor",18.30
4781157AB,5.50,6.50,4.50,55,"Water Pump",2.10
4792581AA,3.75,3.75,1.75,13.33,"Drive Belt Idler Pulley",0.60
4805857AA,5.00,7.00,5.00,43.33,"Fog Light",0.50
4861295AB,9.25,9.25,4.25,42.5,"Engine Mount",3.10
4863907KT,14.00,15.00,2.00,71.67,"Transmission Overhaul Kit",0.80
4883451AAKT,15.00,17.00,2.00,75,"Transmission Overhaul Kit",0.90
4883717AA,6.25,6.50,3.00,31.67,"Brake Pad Set",2.50
4897862AA,15.00,17.00,0.50,108.33,"Transmission Overhaul Kit",0.90
4897948AA,3.50,4.50,1.50,45,"Tie Rod End",0.90
5011260AB,4.50,12.50,3.50,158.33,"Brake Master Cylinder",1.60
5012896AA,5.50,8.50,4.25,61.67,"Engine Mount",3.00
5012366AB,5.75,10.00,5.75,80,"Water Pump",3.60
J5354027,6.00,9.00,2.50,25,"Clutch Bellcrank",1.30
55363286AC,11.25,3.00,23.00,148.33,"Window Regulator",4.30
55363287AC,18.00,18.00,6.00,141.67,"Window Regulator",4.30
56009869AB,3.00,4.00,2.00,43.33,"Headlight Switch",0.50
5014730AF,5.00,25.50,4.00,56.67,"Shock Absorber",5.60
5015160AA,6.50,11.00,5.75,216.67,"Brake Master Cylinder",2.60
5017843TI,4.00,9.50,3.25,41.67,"Brake Pad Set",3.60
5018208TI,4.00,9.25,3.25,36.67,"Brake Pad Set",2.00
5018592AA,4.00,9.00,3.00,41.67,"Brake Pad Set",5.10
5019981AA,12.00,12.25,2.25,81.67,"Brake Rotor",18.30
5033067AB,6.25,11.00,5.75,213.33,Starter,6.70
5047138AB,5.50,6.50,4.50,63.33,"Water Pump",2.10
5066427AA,5.00,3.00,8.00,40,"Brake Pad Set",4.40
5066427T,4.00,9.50,3.25,51.67,"Brake Pad Set",3.40
5066533AA,4.00,4.00,1.50,100,"Pinion Shim Set",2.00
5069421AA,14.00,11.00,21.00,63.33,"Windshield Washer Reservoir",1.40
5073246AA,8.25,8.25,5.50,491.67,"Ring & Pinion Kit",11.80
5073266AB,8.00,8.00,5.50,533.33,"Ring & Pinion Kit",12.00
5086282AA,3.25,6.00,1.50,28.33,"Tie Rod End",1.00
5096057AA,2.50,3.00,2.50,40,"Camshaft Position Sensor",0.20
5096552AA,6.75,11.00,4.50,43.33,"Parking Brake Shoe Set",2.10
5114405AA,5.00,7.75,2.25,40,"Brake Pad Set",2.30
5114439AA,4.25,10.00,3.25,46.67,"Brake Pad Set",3.30
5116222AB,4.50,15.75,4.50,63.33,"Tail Light",1.30
5139733AA,4.00,9.75,3.50,53.33,"Brake Pad Set",5.40
52059253AB,6.50,6.50,6.00,58.33,"Engine Mount",8.50
5160017AA,1.25,20.00,0.75,45,"Liftgate Support",0.60
5170290AC,2.00,11.50,1.50,43.33,"Sway Bar Link",1.30
5191306AA,7.75,8.50,2.75,40,"Brake Shoe Set",3.30
52002085R,14.00,14.00,7.50,658.33,"Steering Box",27.00
52079425AC,29.00,38.00,10.00,233.33,Radiator,18.40
52079428AC,30.00,36.00,8.00,250,Radiator,19.50
52088273AC,13.25,18.00,8.00,816.67,"Steering Box",31.00
52088582AC,5.00,6.75,5.00,183.33,"Power Steering Pump",3.60
52088673AC,3.50,20.50,3.50,53.33,"Shock Absorber",5.90
52089751AD,2.75,18.75,2.75,46.67,"Shock Absorber",5.60
52099497AC,4.00,36.50,4.00,400,"Drive Shaft",16.10
52128411AB,14.00,13.50,3.00,53.33,"Brake Rotor",12.80
5290731AB,14.00,14.25,3.00,81.67,"Brake Rotor",25.00
5290828AA,5.75,19.75,4.75,70,"Tension Strut",10.10
53010228AB,3.50,3.50,2.00,28.33,"Drive Belt Idler Pulley",0.40
53010552AA,3.00,3.00,2.00,26.67,Thermostat,0.20
53010557AA,7.00,1.00,7.00,65,"Camshaft Sprocket",1.40
53021169AA,4.25,4.25,1.75,40,"Camshaft Sprocket",0.80
55155142AG,11.00,13.50,7.50,113.33,"Tail Light",3.20
55156451AF,10.00,16.00,7.00,158.33,Mirror,3.90
55157060AF,10.00,14.00,6.00,111.67,"Tail Light",3.00
55157061AF,11.25,15.25,6.00,111.67,"Tail Light",3.00
551757277,19.00,46.00,8.00,58.33,"Fender Flare",3.00
55256418AN,11.25,23.00,3.00,140,"Window Regulator",4.20
55256419AN,11.00,23.00,3.00,140,"Window Regulator",4.20
55360171AC,1.00,19.00,1.00,36.67,"Liftgate Glass Support",0.40
56028232AA,2.75,5.00,1.75,90,"Oxygen Sensor",0.30
56028233AA,4.00,4.00,2.00,90,"Oxygen Sensor",0.30
56028236AA,3.75,1.00,0.75,4.17,"Spark Plug",0.10
56041012AC,6.25,10.75,6.25,183.33,Starter,7.80
56041316AB,11.00,1.00,4.00,36.67,"Wheel Speed Sensor",0.50
56041317AC,11.00,1.00,4.00,48.33,"Wheel Speed Sensor",0.50
56041345AD,4.00,4.00,2.00,115,"Oxygen Sensor",0.30
56041731AA,2.75,4.75,1.50,80,"Oxygen Sensor",0.30
56041848AA,4.00,4.00,1.75,69.33,"Oxygen Sensor",0.30
56041941AA,3.25,3.50,1.50,71.67,"Oxygen Sensor",0.30
68001472AB,7.25,9.50,3.50,55,"Parking Brake Shoe Set",4.60
68002390AA,3.00,23.00,0.75,11.5,"Wiper Blade",0.30
J0928342,1.50,6.00,1.50,16.5,"Exhaust Valve",0.30
A7225,3.00,3.00,2.00,19.17,"Starter Switch",0.40
A935,3.75,8.00,3.50,116.67,Yoke,2.00
E0031362,0.75,2.50,2.75,6,"Exhaust Manifold Seal",0.20
J0637831,2.00,2.00,0.12,2.17,"Synchronizer Spring",0.10
J0637905,0.50,6.00,0.50,1.92,"Brake Shoe Return Spring",0.10
J0640178,3.00,7.00,2.00,20.83,"Tie Rod End",1.30
J0640391,4.00,2.00,5.00,90,"Synchronizer Assembly",1.90
J0930456,9.00,9.00,2.00,19.17,"Ignition Wire Set",0.80
J0641727,1.00,5.25,1.00,3.17,Spring,0.20
J0641872,5.00,23.00,4.00,26.67,Tailpipe,1.80
J0924918,2.50,4.00,2.50,10.23,"Ignition Switch",0.40
J0671045,12.00,13.00,1.25,25,"Cowl Weatherstrip",1.20
J0801042,1.75,1.75,0.75,2.17,"Transfer Case Mount",0.10
J0802061,4.00,1.75,4.00,15.83,"Shackle Kit",1.60
J0802062,4.00,4.00,1.75,15.83,"Shackle Kit",1.50
J3197003,4.00,4.00,4.00,48.33,"Heater Control Valve",0.40
J0811681,2.50,4.00,2.50,16.47,"Headlight Dimmer Switch",0.40
J0909222,3.25,6.75,0.75,5.83,U-Bolt,0.70
J0912008,20.00,27.00,9.50,191.67,"Fuel Tank",18.00
J0914223,1.50,5.00,1.50,12.5,"Steering Bellcrank Shaft",0.80
J0932191,3.00,5.00,1.75,22.5,"Tie Rod End",0.90
J0932192,3.50,5.00,1.75,22.5,"Tie Rod End",0.90
J0933743,1.50,1.55,0.25,5,"Output Shaft Shim Set",0.10
J0937953,0.75,5.00,0.75,0.83,"Brake Shoe Return Spring",0.10
J0938110,0.75,1.25,0.75,0.58,"Brake Shoe Retainer Spring",0.10
J0944666,4.00,4.25,1.75,3,"Clutch Bellcrank Pivot",0.60
J3199503,0.50,1.50,0.50,2,"Clutch Fork Spring",0.10
J3211322,1.25,1.50,1.25,10,"4WD Switch",0.10
J3211424,1.50,1.50,0.50,15,"Key Buzzer Switch",0.10
J3229657,2.00,5.00,2.00,28.33,"Intake Valve",0.30
J3222290,4.00,4.25,4.00,30.83,"Heater Control Valve",0.30
J3222999,0.50,0.50,0.25,1.33,"Differential Spider Gear Thrust Washer",0.10
J3224598,1.75,5.00,1.75,10.83,"Exhaust Valve",0.30
J5352088,4.50,8.00,0.50,9.83,U-Bolt,1.10
J3231347,1.25,3.25,1.25,6.67,"Oil Pressure Switch",0.10
J3231980,3.50,12.50,2.50,26.67,"Air Intake Duct",0.30
