Number,Width,Length,Height,Price,Description,Weight
55155129AJ,10.50,20.75,10.25,250,Headlight,7.00
53010552K,4.00,6.00,4.00,50,"Thermostat Kit",0.80
5159127AA,7.50,35.00,2.00,75,"Bumper Molding",0.60
68079364AC,2.50,32.00,1.25,43.33,"Liftgate Support",1.40
52058928K,8.25,12.00,7.00,165,"Engine Mount Kit",17.20
52059943AE,8.50,8.50,8.25,80,"Engine Mount",11.60
RT32001,7.50,8.00,4.50,83.33,"Wheel Adapter Set",8.50
5166001AA,5.00,15.25,2.25,186.67,"Transfer Case Chain",3.80
4884549AD,4.00,4.00,4.00,108.33,"Intake Manifold Flow Control Valve Actuator",1.20
68004196AA,3.50,3.75,1.75,13.33,"Blower Motor Resistor",0.20
68079925AA,31.00,56.00,9.50,158.33,Fender,9.00
5143702AB,6.00,8.00,4.25,96.67,"Brake Caliper",5.50
5143703AB,6.00,8.00,4.25,96.67,"Brake Caliper",5.40
83300057,7.00,9.00,1.00,40,"Carburetor Repair Kit",0.30
68087449AB,3.25,3.25,1.25,6.66,"Drive Shaft Retainer & Bolt Set",0.25
5184562AC,4.00,4.00,0.50,4.67,"Intake Manifold Seal",0.02
5184596AE,8.00,18.00,0.50,11.67,"Valve Cover Gasket",0.10
4862634AA,4.25,4.25,0.50,9.67,"Pinion Seal",0.10
68103072AC,1.00,26.00,1.00,38.33,"Liftgate Support",1.20
68165050AC,1.00,30.00,1.00,43.33,"Liftgate Support",1.40
68240768AA,0.50,0.63,0.50,3,"Push Rod",0.13
52060423AB,2.50,4.00,2.50,6.67,"Bump Stop",0.30
68079484AA,7.75,13.75,5.00,123.33,"Heater Core",2.00
68005014AC,4.00,6.00,4.00,23.33,"Hard Top Seal",0.19
68005016AC,4.00,6.00,4.00,24.17,"Hard Top Seal",0.19
6507676AA,1.00,0.50,1.00,1.83,"Ball Joint Nut",0.10
52060428AB,2.50,4.00,2.50,6.67,"Bump Stop",0.30
68029521AD,2.50,4.00,2.50,6.67,"Bump Stop",0.20
52129268AE,8.00,8.25,8.00,56.67,"Engine Mount",4.60
52129269AE,8.00,8.25,8.00,56.67,"Engine Mount",4.60
4713357,2.00,2.00,3.50,6.33,"Drum Brake Adjuster",0.30
4874303,6.00,30.00,5.00,248.33,"Axle Shaft Assembly",11.60
52059051,8.00,8.25,8.00,78.33,"Engine Mount",9.40
52005742,2.25,5.25,2.00,21.67,"Steering Adjuster",1.20
52124762AB,13.25,13.25,2.25,70,"Brake Rotor",24.50
4727451AA,3.25,3.25,1.50,30,"Crankshaft Position Sensor",0.10
68052362AB,7.50,8.00,4.50,120,"Brake Caliper",13.10
68052363AB,7.50,8.00,4.50,120,"Brake Caliper",13.00
53006152,7.00,7.00,5.00,8.25,"Distributor Cap",0.40
68052377AA,6.00,8.00,4.25,75,"Brake Caliper",5.30
4761786,9.50,13.50,9.50,266.67,"Brake Booster",14.80
55003236,2.00,15.75,1.25,8,"Fender Flare Retainer",0.30
55003237,2.00,15.75,1.25,8,"Fender Flare Retainer",0.30
55003243,2.00,10.00,1.75,8,"Fender Flare Retainer",0.20
55008047,10.50,11.00,4.00,25,"Headlight Bezel",0.50
55022103,8.00,8.00,9.00,30,"Bumper End Cap",0.60
56006966,1.00,1.50,0.25,5,"Circuit Breaker",0.20
53010150,2.75,11.00,1.00,30,"Accessory Drive Belt",0.50
33004732,5.00,3.50,0.50,6.67,"Engine Oil Pan Gasket",0.10
33004841,1.25,2.50,0.12,1.08,"EGR Valve Gasket",0.10
4886077AB,4.50,6.00,4.00,75,"Shift Fork",1.00
83503249,3.25,3.25,1.00,46.8,"Main Shaft Bearing",0.40
83503670,3.25,3.25,1.25,10.83,"Starter Brush",0.10
4741866AB,3.25,3.50,1.75,73.33,"Output Shaft Bearing",1.10
5003950AD,21.00,48.00,19.00,200,Fender,9.60
5012697AB,11.00,11.00,11.00,208.33,"Evaporator Core",5.90
83500521,4.50,4.50,2.75,1.5,"Shift Retainer Gasket",0.10
4897287AA,2.50,4.00,2.50,14.17,"Power Steering Reservoir Cap",0.10
5003558AA,3.00,5.00,3.00,9.17,"Oil Filter",0.90
5058171AE,10.50,11.50,6.75,29.17,"Radiator Hose",1.20
5066529AA,10.50,11.00,9.50,416.67,"Differential Case Kit",13.30
5093188AA,2.50,2.50,2.50,1.42,"Brake Caliper Boot",0.10
53020910,1.75,9.00,1.75,31.67,"Timing Chain Guide",0.30
56026936,8.50,8.50,8.00,283.33,Alternator,1.90
5012329AA,6.00,4.50,6.00,450,"Progressive Coupling",16.10
83500921,3.25,3.25,2.00,108.33,"Carburetor Choke Coil",0.30
83502112,3.00,3.00,2.00,41.6,"Choke Diaphragm",0.20
83506253,3.25,3.25,0.25,14.17,"Synchronizer Blocking Ring",0.20
5086169AA,13.00,13.00,3.00,200,"Differential Gear Kit",4.30
5093448K,2.50,4.25,1.25,28.33,"Connecting Rod Bearing Set",0.30
52070350AB,7.00,32.00,7.00,266.67,"Axle Shaft",6.30
4546100,0.75,2.25,0.75,5,"Radiator Draincock",0.10
53032037AC,3.00,14.50,1.00,38.33,"Accessory Drive Belt",0.40
55055280AB,8.00,16.50,5.00,91.67,"Brake Light",2.30
68003776AA,4.00,9.50,3.25,63.33,"Brake Pad Set",2.00
4060882,3.50,14.25,1.00,65,"Accessory Drive Belt",0.40
4060910,3.50,14.50,1.00,48.33,"Accessory Drive Belt",0.60
4137728,0.75,1.00,0.13,1.5,"Shift Fork Snap Ring",0.10
4137729,0.75,0.75,0.25,0.83,"Shift Fork Snap Ring",0.10
4740773,13.00,32.00,12.00,133.33,"Receiver Drier",4.20
4137731,0.50,0.50,0.25,1.42,"Shift Fork Insert",0.10
4167963,3.00,3.50,1.00,0.83,"Shift Lever O-Ring",0.10
4167964,1.00,1.00,0.12,1.08,"Shift Lever Retaining Ring",0.10
4329526,4.00,4.00,1.75,23.33,"Synchronizer Blocking Ring",0.40
4338913,1.50,1.50,1.00,15,"Input Shaft Bearing",0.10
4338920,6.25,10.75,5.75,60,"Mode Shift Fork",2.60
4338936,5.75,5.75,2.25,46.67,"Transfer Case Oil Pump",1.20
4338943,2.50,2.50,1.50,5.33,"Transfer Case Filter",0.10
4423601,2.50,4.00,2.50,20,"Wheel Cylinder",0.90
4446494,5.00,5.00,4.00,70,Yoke,1.90
4506116,4.00,4.00,4.00,86.67,"Vacuum Motor Kit",0.80
4565326,3.00,3.00,3.00,43.33,"Ignition Switch",0.30
4621579,10.75,20.00,0.12,26.67,"Engine Oil Pan Gasket",0.10
4626720,4.00,5.50,2.75,83.33,"Differential Clutch Kit",1.80
4636059,4.00,8.00,4.00,106.67,"Axle Shaft",3.10
4637071,3.25,3.25,1.25,55,"Idle Air Control Valve",0.30
4637073,3.00,3.00,2.00,48.33,"Idle Air Control Valve",0.30
4638913,4.00,6.00,4.00,31.67,"Range Shift Fork",1.10
4658444,0.75,1.00,0.50,1.65,"Door Lock Rod Clip",0.10
4713066,4.00,4.00,4.00,266.67,"Control Valve",1.70
4713365,9.00,12.00,4.00,36.67,"Brake Shoe Set",5.40
4713439,1.00,2.50,1.00,31.67,Lifter,0.40
4720727,4.50,9.25,1.75,75,"Piston Ring Set",1.00
4720847,14.00,14.00,8.00,140,"Receiver Drier",3.80
4720865,2.50,1.50,2.00,7.8,"Pinion Crush Sleeve",0.30
4728735,8.00,8.00,4.50,130,"Clutch Slave Cylinder",1.50
4740236,4.50,4.50,2.00,71.67,"Shift Fork Kit",1.00
4741100,5.50,9.25,4.00,25.83,"Bumper Guard",0.40
4741101,5.00,8.00,4.25,25.83,"Bumper Guard",0.40
4741102,5.00,8.00,4.25,25.83,"Bumper Guard",0.40
4741878,2.00,2.00,2.00,16.67,"Input Shaft Bearing",0.30
52001125,5.50,16.50,5.50,61.67,"Coil Spring",8.60
52001151,12.75,13.00,4.25,70,"Brake Drum",20.10
52001122,5.00,17.00,5.00,63.33,"Coil Spring",7.00
4746657,4.00,4.00,2.00,58.33,"Synchronizer Sleeve",0.60
4746660,0.50,11.50,0.50,38.33,"Shift Shaft",0.80
4762103,5.00,6.25,3.50,98.33,"Brake Caliper",4.40
4762106,1.00,2.25,1.00,3.17,"Brake Caliper Bushing",0.10
4762110,1.25,3.25,1.25,6.33,"Brake Caliper Seal Kit",0.10
4762111,3.00,2.00,3.25,15.83,"Brake Caliper Piston",0.30
4762114,6.50,11.00,3.75,66.67,"Parking Brake Shoe Set",1.60
4777536,3.00,3.50,1.50,5.67,"Oil Filler Cap",0.10
4778122,3.00,3.00,2.00,46.67,"Ignition Cylinder Kit",0.40
4778126,2.00,1.00,5.00,10.83,"Crankshaft Seal",0.10
4778348,3.00,3.00,2.00,27.5,"Windshield Washer Pump",0.30
4778975,3.00,2.00,3.00,36.67,Thermostat,0.30
4796906,3.00,3.00,3.00,90,"Range Sleeve",1.30
4796908,5.50,5.50,2.50,125,"Drive Sprocket",2.90
4796967,5.00,5.00,2.25,158.33,"Synchronizer Assembly",3.90
4797769,3.00,3.00,0.50,3,"Axle Shaft Slinger",0.10
4797777,6.50,14.00,2.25,12.5,"Air Filter",0.70
4798033,2.75,2.75,0.50,7.5,"Input Seal",0.10
4798127,3.00,17.00,3.00,158.33,"Main Shaft",8.10
4798138,4.00,4.00,4.00,75,Yoke,2.30
52003878,4.50,21.00,3.25,9.17,"Heater Hose",0.40
4856344,1.25,1.50,0.25,14.17,"Axle Shaft C-Clip",0.10
4856345,4.00,4.50,3.50,60,Yoke,1.80
4856362,11.50,11.50,6.00,733.33,"Ring & Pinion Kit",16.40
4856540,11.00,15.00,7.25,416.67,"Ring & Pinion",15.20
4864783,4.00,6.00,4.00,55.47,"Range Fork",0.90
5252064,2.00,4.25,1.50,53.33,"Shift Head",0.50
4874307,5.00,4.00,26.00,250,"Axle Shaft Assembly",12.00
4874919,1.00,1.75,1.00,15,"Lock Cylinder",0.10
4883018,9.00,12.00,4.50,67.6,Mirror,2.60
5252504,1.50,1.50,1.00,2.5,"Differential Cover Plug",0.10
5252505,1.25,1.25,0.25,3.98,"Axle Shaft C-Clip",0.10
52003882,3.50,6.00,1.00,5.67,"Heater Hose",0.10
5252630,5.00,5.50,5.00,13.33,"Wheel Cylinder Rebuild Kit",0.60
5252631,2.25,2.75,2.00,10,"Wheel Cylinder Rebuild Kit",0.20
5269897,1.00,3.75,0.50,4.17,"Spark Plug",0.10
6035516,0.75,6.00,0.75,2.5,"Cylinder Head Bolt",0.30
6035757,0.50,1.00,0.50,2.33,"Windshield Hinge Screw",0.10
11500662,1.50,0.75,1.00,2,"Clip Nut",0.10
32001846,3.25,3.25,1.50,33.33,"Cooling Fan Sensor",0.30
33000076,3.00,6.00,3.00,7.5,"Fuel Filter",0.50
33000153,4.00,4.00,3.00,53.33,"Map Sensor",0.50
33003389,1.75,2.50,1.00,2.33,"Distributor Rotor",0.10
33003421,3.25,3.50,2.00,25,"Timing Chain Tensioner",0.30
33003536,4.00,6.00,4.00,36.67,"Oil Pump Cover",1.10
33004024,4.00,4.00,4.00,8.67,"Distributor Cap",0.30
33004107,3.25,3.25,1.25,41.67,"Crankshaft Sprocket",0.60
33004143,3.75,3.75,0.25,9.83,"Crankshaft Seal",0.10
33004856,4.00,5.25,2.25,14.17,"Thermostat Housing",1.80
52000141,4.00,4.50,3.00,15,"Engine Mount",1.40
52000162,1.00,14.00,1.00,15.83,"Brake Hose",0.30
52000178,7.50,2.75,5.00,13.33,"Bumper End Cap",0.94
52000179,7.50,4.00,10.50,13.33,"Bumper End Cap",0.50
52000598,6.50,2.25,3.50,15.83,"Tie Rod End",1.10
52000599,3.00,8.00,2.00,15.83,"Tie Rod End",1.10
52001175,1.50,2.00,4.00,20,"Nut Strip",0.90
52001759,2.00,5.00,2.00,4.83,"Exhaust Insulator",0.40
52001790,5.50,19.00,5.50,45,"Coil Spring",9.10
52002553,0.75,3.00,0.75,2.25,"Shackle Bushing Sleeve",0.20
52003918,4.00,36.00,4.00,75,"Track Bar",8.80
52002848,0.50,21.00,0.50,18.33,"Brake Hose",0.40
52002849,5.50,9.00,2.00,18.33,"Brake Hose",0.40
52003448,8.00,46.00,3.50,110,"Leaf Spring Assembly",27.00
52003940,4.00,22.00,3.50,75,Resonator,6.30
52003945,6.00,17.00,4.50,14.17,"Radiator Hose",1.10
52005638,0.50,6.50,0.50,6.67,"Sway Bar Link",0.30
52005738,4.00,36.00,4.00,63.33,"Drag Link",7.60
52005740,5.50,5.75,2.50,18.33,"Tie Rod End",1.40
52006440,4.00,0.50,6.00,8.67,U-Bolt,0.60
52006472,0.50,10.00,0.50,25.83,"Brake Hose",0.50
52007289,4.25,4.50,4.00,16.67,"Engine Mount",1.90
52007397,15.00,36.00,10.00,115,"Front Pipe",6.40
52007502,13.00,12.50,4.50,68.33,"Brake Drum",16.10
52007586,1.00,21.00,1.00,31.67,"Brake Hose",0.40
52007587,2.50,20.00,1.00,31.67,"Brake Hose",0.40
52018096,8.00,8.50,8.00,60,"Transmission Mount",3.80
52018176,19.00,37.00,19.00,80,"Front Pipe",5.50
52028264,6.00,10.00,2.00,10.83,"Radiator Hose",0.10
52029272,5.50,20.00,4.50,14.17,"Radiator Hose",1.30
52037544,5.00,7.50,4.50,35,"Power Steering Reservoir",0.80
52037547,1.25,1.75,0.75,10,"Power Steering Reservoir Clip",0.10
52037567,5.25,6.75,5.00,191.67,"Power Steering Pump",8.00
52038016,3.00,14.25,3.00,23.33,"Power Steering Return Hose",0.30
52038337,4.00,8.00,3.00,38.33,"Pitman Arm",2.00
52038338,2.25,7.75,1.75,30,"Pitman Arm",1.90
52040027,4.75,12.00,4.50,11.33,"Bumper End Cap",1.10
52040407,7.00,7.00,1.00,15.83,"Leaf Spring Plate",3.40
52067632,3.25,3.25,1.50,40,"Speedometer Gear",0.10
52078556,2.50,24.25,2.50,143.33,"Steering Shaft",4.00
52078705,6.00,29.00,4.50,225,"Steering Shaft",4.60
52087827,2.00,19.00,2.00,40,"Steering Stabilizer",3.00
52118789,7.25,0.50,7.25,14.17,"Transmission Filter",0.60
52128094,1.75,10.00,1.50,20,"Brake Hose",0.40
53000101,1.50,2.25,1.50,3,"Exhaust Insulator",0.30
53000228,6.00,6.00,6.00,156.67,"Hub Assembly",10.40
53000237,3.00,3.00,0.25,2,"Hub Seal",0.10
53000239,3.50,3.50,0.25,2.5,"Hub Seal",0.10
53000616,4.00,4.00,1.75,10.32,"Carburetor Insulator",0.30
53001492,0.75,2.25,0.75,1.38,"Speedometer Gear",0.10
53001987,3.75,8.00,3.50,130,Yoke,2.20
53002001,4.50,46.50,4.50,483.33,"Drive Shaft",13.10
53002157,1.25,12.75,0.75,3.33,"Coil Wire",0.10
53002184,5.50,15.00,2.25,7.5,"Air Filter",0.50
53002919,3.25,3.25,0.25,4.5,"Wheel Bearing Seal",0.10
53002925,2.50,2.50,1.00,9.17,"Wheel Bearing Cup",0.20
53002928,11.50,11.50,4.75,106.67,"Brake Rotor",21.40
53004247,6.00,24.00,4.00,16.67,"Clutch Hose",0.40
53004376,2.00,2.25,2.00,7.33,"Shift Knob Insert",0.10
53005079,5.50,5.75,2.50,58.33,"Ignition Module",1.40
53005309,1.00,1.00,0.50,13.33,"Coolant Temperature Sensor",0.10
53006244,13.00,28.00,8.25,200,"Exhaust Manifold",14.50
53006529,6.00,30.00,1.00,15.33,"Manifold Gasket",0.60
53006695,4.50,20.00,4.50,15,"Valve Cover Gasket",0.10
53006722,0.50,7.00,0.50,2.67,"Push Rod",0.10
53007543,3.25,3.25,0.12,1.67,"Throttle Body Gasket",0.10
53007787,4.75,3.75,4.25,51.67,Yoke,2.10
53009077,3.00,3.00,2.00,58.33,"Distributor Pickup",0.20
53009379,9.00,5.00,20.00,150,"Exhaust Manifold",18.80
53009508,3.75,3.75,3.75,23.33,"Drive Belt Idler Pulley",0.70
53010238,3.50,0.50,28.00,12.5,"Manifold Gasket",0.30
53010309,4.50,4.50,2.00,10,"Fan Clutch Pulley",0.80
53020578,13.00,13.00,2.25,158.33,Flywheel,21.40
53020779,2.75,3.00,2.25,66.67,"Timing Chain Tensioner",0.60
53020790,2.75,2.75,0.50,5,"Crankshaft Seal",0.10
53020861,1.13,1.13,0.13,4.83,"Oil Pickup Tube O-Ring",0.10
53020877,9.00,10.00,0.50,14.17,"Valve Cover Gasket",0.10
53020878,6.00,11.00,0.50,14.17,"Valve Cover Gasket",0.10
53020938,3.25,3.50,1.25,26.67,"Camshaft Sprocket",0.50
53021057,10.00,10.00,0.12,8.33,"Timing Cover Gasket",0.10
53030001,2.00,3.00,3.25,58.33,"Fuel Pressure Regulator",0.10
53030017,2.00,2.00,2.00,2.17,"Valve Cover Grommet",0.10
53030262,3.25,3.25,1.25,96.67,"Fuel Injector",0.30
53030343,3.25,3.25,3.25,98.33,"Fuel Injector",0.30
53030934,5.00,15.00,4.00,98.33,"Exhaust Manifold",8.30
53031099,3.00,3.25,1.75,73.33,"Fuel Injector",0.10
55002308,4.25,11.00,1.50,20,"Side Marker Molding",0.30
55005528,1.25,18.75,1.00,12.5,"Door Glass Weatherstrip",0.30
55008119,8.00,8.00,1.00,19.17,"Hood Weatherstrip",0.30
55009127,8.00,8.00,3.00,42.47,"Cowl Weatherstrip",1.70
55015783,7.00,7.00,4.00,26.67,"Liftgate Weatherstrip",1.80
55016210,7.75,8.50,3.50,25,Mirror,1.00
55017480,1.50,17.00,1.50,18.33,"Hood Prop Rod",0.60
55031834,33.00,49.00,8.00,108.33,Fender,9.10
55031835,35.00,50.00,7.00,108.33,Fender,9.30
55054576,6.75,12.00,6.50,108.33,Headlight,2.50
55054945,11.50,37.50,2.00,53.33,Grille,2.60
55055014,3.50,3.50,3.50,10,"Side Repeater Light",0.10
55055142,3.50,4.50,12.50,15,"Parking Light",0.60
55075655,4.00,8.50,2.25,21.67,"Door Handle",0.40
55076092,5.00,3.00,9.00,36.67,"Door Handle",0.40
55154919,2.00,14.00,2.00,20,"Wiper Arm",0.60
55235214,1.00,1.00,25.00,28.33,"Liftgate Support",1.10
55155660,5.00,14.00,3.00,17.17,"Wiper Arm",0.50
55176248,1.00,1.25,1.00,0.53,Retainer,0.10
55176594,42.00,63.00,12.00,329.33,Hood,40.00
56000099,4.50,12.50,4.50,16.67,"Parking Light",0.80
56000110,3.50,8.00,1.50,8.33,"Side Marker Light",0.30
56000111,3.50,8.00,1.50,8.75,"Side Marker Light",0.30
56000174,6.25,3.75,6.25,41.67,"Blower Motor Wheel",0.40
56000212,3.50,3.50,1.50,48.33,"Expansion Valve",0.40
56002053,9.00,15.00,4.00,25,"Windshield Washer Pump",0.30
56002134,4.50,6.25,5.50,43.33,"Tail Light",1.10
56004378,3.00,17.00,2.00,31.67,"A/C Hose",0.40
56005104,4.00,6.00,8.00,20.83,"Side Marker Light",0.60
56005105,4.25,6.00,8.00,20.83,"Side Marker Light",0.60
56006404,1.00,4.00,1.00,4.17,"Headlight Adjusting Screw",0.10
56006405,1.00,3.00,1.00,4.17,"Headlight Adjusting Screw",0.10
56027023,5.25,1.00,4.50,53.33,"Distributor Pickup",0.10
56027272,4.50,2.00,4.50,58.33,"Crankshaft Position Sensor",0.40
56027280,4.00,4.25,1.75,53.33,"Crankshaft Position Sensor",0.20
56030005,4.00,9.00,4.00,66.67,"Wiper Motor",2.50
56031003,3.25,3.25,1.25,25,"Oil Pressure Sending Unit",0.10
57000051,37.00,58.00,3.50,208,Hood,35.50
82200314,7.00,11.00,6.00,81.67,Mirror,2.40
83502327,3.25,3.50,1.25,16.82,"Early Fuel Evaporation Switch",0.13
83300156,5.00,10.00,3.00,23.33,"Ignition Wire Set",0.70
83500067,3.00,4.00,0.25,5,"Fuel Injector O-Ring Kit",0.10
83500074,3.50,3.50,1.25,21.67,"Power Steering Pump Seal Kit",0.10
83500267,22.00,34.00,13.00,183.33,"Fuel Tank",20.00
83502979,11.00,22.00,5.00,103.33,Muffler,7.60
83500536,0.50,7.00,0.50,31.67,"Shift Shaft",0.40
83500538,0.75,11.50,0.75,43.33,"Shift Shaft",0.80
83500565,0.25,0.88,0.25,2.5,"Synchronizer Key",0.10
83500729,2.50,2.50,0.50,5.83,"Crankshaft Seal",0.10
83500813,2.00,3.00,2.00,9.17,Thermostat,0.10
83500843,9.50,10.50,0.25,2.5,"Timing Cover Gasket",0.10
83500990,0.50,0.75,0.50,3.08,"Synchronizer Key",0.10
83501003,1.00,5.50,1.00,15,"Tail Light Lens",0.40
83502149,5.25,5.25,1.00,41.67,"Power Steering Pump Seal Kit",0.10
83502261,2.50,8.25,2.50,183.33,"Control Valve",1.70
83501486,5.25,5.25,5.25,97.93,"Oil Pump",3.40
83501595,2.00,2.50,1.25,6.42,"Slip Yoke Seal",0.20
83501814,1.50,1.50,0.25,4.83,"Power Steering Pump Seal",0.10
83501947,13.50,14.00,3.25,90,"Pressure Plate",11.00
83502682,4.50,12.25,3.50,158.33,"Input Shaft",2.80
83502960,20.00,30.00,16.00,141.67,"Fuel Tank",16.60
5012809AA,7.00,7.00,1.00,6.67,"Pinion Crush Sleeve",0.10
5012813AA,3.00,3.00,3.00,9.17,"Pinion Seal",0.20
5012824AA,2.50,2.50,0.50,9.17,"Axle Shaft Seal",0.10
83502990,7.00,15.00,5.75,158.33,"Fuel Module",2.20
83503010,2.25,2.25,0.25,4.17,"Axle Shaft Seal",0.10
83503105,2.25,17.00,0.50,250,"Main Shaft",4.90
83503118,2.00,2.50,1.25,5,"Slip Yoke Seal",0.20
83503246,4.25,4.50,2.50,158.33,"Synchronizer Assembly",1.90
83503250,2.50,2.50,0.25,6.67,"Output Seal",0.10
83503385,0.25,1.00,0.25,0.83,"Hose Retaining Pin",0.10
83503489,0.75,1.25,0.75,70,"Flow Control Valve",0.10
83503495,5.50,8.00,3.00,93.33,"Power Steering Reservoir",0.90
83503530,5.00,5.00,2.00,75,"Differential Drive Gear",1.70
83503555,3.00,3.25,2.25,106.67,"Reverse Idler Gear",1.60
83504048,2.25,2.25,0.75,6.67,"Output Seal",0.10
83504055,2.50,0.25,2.50,6.67,"Output Seal",0.10
83504371,4.25,10.00,3.50,20,"Brake Pad Set",4.10
83504375,2.25,2.25,1.00,4.83,"Axle Shaft Guide",0.10
83504851,2.50,4.00,2.50,140,"Fuel Injector",0.40
83504918,1.00,1.50,1.00,1,"Parking Brake Strut Spring",0.10
83505444,5.00,5.00,2.00,141.67,"First Gear",1.80
83505451,6.00,6.25,2.50,164.67,"Fifth Intermediate Gear",3.10
83506018,4.00,4.00,4.00,141.67,"Second Gear",1.90
83506025,1.75,1.75,1.00,6.67,"Cluster Gear Thrust Washer",0.10
83506248,3.50,3.50,1.50,80,"Synchronizer Hub",0.90
83506249,4.00,4.00,1.75,81.67,"Synchronizer Sleeve",0.90
83507178,8.00,12.00,2.00,21.67,"Ignition Wire Set",0.80
83507180,7.25,9.50,2.25,21.67,"Ignition Wire Set",0.60
3224231K,1.00,4.25,0.75,18.33,"Differential Shaft Kit",0.40
4589164AF,7.00,11.50,4.50,26.67,"Door Handle",3.40
4707286AI,3.25,3.25,1.50,45,"Cooling Fan Relay",0.20
4713192P,7.50,32.00,7.50,291.67,"Axle Shaft",18.40
4779599AA,14.00,3.50,13.75,78.33,"Brake Rotor",21.50
4781569AB,3.00,3.00,3.00,30,"Idler Pulley",0.80
4781570AB,3.00,3.00,7.00,73.33,"Timing Belt Tensioner",1.60
4799964AB,2.00,1.00,2.00,2.33,"Oil Pump Seal",0.10
4864226X,2.00,2.00,0.50,5,"Shift Retainer Seal",0.10
4891596AB,3.00,3.00,2.00,12.5,"Drive Belt Idler Pulley",0.40
4897023AA,3.00,3.00,2.25,56.67,"Camshaft Position Sensor",0.10
4897026AA,4.25,4.50,3.50,60,Yoke,3.10
4897220AA,6.00,6.00,4.50,450,"Viscous Coupling",14.00
4897298AA,2.50,2.50,0.50,8,"Output Seal",0.10
4897321AA,4.00,1.50,4.00,40,"Crankshaft Position Sensor",0.20
5012362P,4.00,4.00,4.00,86.67,"Piston & Pin",1.30
5012364AAK,4.50,9.50,2.00,160,"Piston Ring Set",0.70
5012444AA,5.25,5.25,5.25,60,"Pinion Flange",3.60
5012961AC,7.00,15.50,6.00,216.67,"Fuel Module",3.40
5013334AA,1.25,1.25,0.50,2.25,"Output Seal",0.10
55395579AB,6.50,11.50,0.25,26.67,"Windshield Bracket",1.90
56018648AC,6.00,8.00,4.50,40.83,"Tail Light",1.10
5014667AA,4.75,5.75,4.75,113.33,"Steering Box Seal Kit",1.80
5017010AB,9.00,12.00,3.00,35,"Door Weatherstrip",0.90
5017011AB,2.00,8.00,8.00,35,"Door Weatherstrip",0.80
5017214AA,3.00,3.00,3.00,47.5,"Pinion & Differential Shim Kit",1.60
5018056AC,8.25,12.00,6.50,250,"Fuel Module",3.10
5018594AA,2.00,1.00,4.00,9.17,"Crankshaft Seal",0.10
5018700AA,1.25,3.00,0.50,13.17,"Key Blank",0.10
5066066AA,2.50,2.50,0.50,8.17,"Axle Shaft Seal",0.10
5066446AA,3.50,3.50,0.75,9.17,"Pinion Seal",0.10
5066806AA,1.50,3.25,0.12,1.42,"Thermostat Housing Gasket",0.10
5080868AA,8.00,8.00,6.00,48.33,"Brake Pad Set",5.10
5080871AA,6.00,9.00,2.00,48.33,"Brake Pad Set",3.00
5086640AA,8.00,31.50,7.50,183.33,"Axle Shaft",18.00
5096256AA,8.25,8.25,8.25,136.67,"Blower Motor",3.80
5105514AA,12.00,12.00,2.00,65,"Brake Rotor",15.00
5105688AB,4.50,22.00,3.75,60,"Lateral Link",5.80
5139720AA,8.25,8.50,8.25,111.67,"Blower Motor",4.20
5143697AA,1.00,3.00,1.00,5,"Brake Caliper Pin",0.10
5143700AA,3.50,3.50,1.75,9.17,"Brake Pad Spring Kit",0.10
5143705AA,3.25,3.25,1.25,7,"Brake Pad Clip Kit",0.10
5143714AA,3.12,3.12,0.50,9.17,"Input Seal",0.10
5149062AA,3.00,3.50,1.00,35.83,"Oil Pressure Sending Unit",0.10
5175580AA,5.50,7.50,5.00,91.67,"Water Pump",2.30
5175732AA,6.00,8.50,3.00,73.33,"Brake Master Cylinder",1.60
5191305AA,3.25,3.25,1.50,23.33,"Wheel Cylinder",0.70
52059347AB,4.00,7.50,3.50,56.67,"Transmission Mount",2.90
52079597AB,25.25,30.50,5.50,250,Radiator,12.20
52088305AB,4.00,36.00,4.00,83.33,"Track Bar",9.40
52088650AF,5.75,29.00,4.50,80,"Shock Absorber",6.10
52088651AG,5.00,22.00,4.25,48.53,"Shock Absorber",4.20
52089300AB,9.00,7.00,10.00,350,"Power Steering Pump",4.90
52089605AD,2.00,42.00,1.50,86.67,"Track Bar",8.30
52100235AD,8.75,21.25,3.25,24.17,"Fuel Tank Strap",0.90
52128247AA,11.50,11.50,2.50,65,"Brake Rotor",17.70
52128532AA,4.75,6.50,3.25,50,"Shock Mount",2.30
52128533AA,5.00,6.50,3.00,50,"Shock Mount",2.10
52128654AA,7.50,9.50,3.50,63.33,"Transmission Mount",5.20
5290733AB,14.50,14.50,2.50,121.67,"Brake Rotor",29.00
53010513AA,1.50,5.00,1.50,21.67,"Exhaust Valve",0.20
53013324AA,3.00,3.00,1.50,28.33,"Idler Pulley",0.80
53020748AB,1.50,1.50,4.50,11.67,"Exhaust Valve",0.20
53021168AA,2.50,3.00,2.00,66.67,"Timing Chain Tensioner",0.60
55155740AA,11.00,13.25,10.50,78.33,"Tail Light",3.10
55155800AC,21.00,55.00,12.00,127.5,"Header Panel",4.10
55175897AE,18.00,49.00,17.00,40,"Fender Liner",1.80
55176430AD,6.00,6.00,6.00,25,"Windshield Weatherstrip",1.10
55360966AA,2.00,2.75,0.75,3,"Floor Pan Plug",0.10
56027866AC,2.00,4.00,1.00,63.33,"Crankshaft Position Sensor",0.30
