Number,Vendor,Length,Width,Height,Price,Description,Weight
4762114,Crown,11.00,6.50,3.75,66.67,"Parking Brake Shoe Set",1.60
4777536,Crown,3.50,3.00,1.50,5.67,"Oil Filler Cap",0.10
4778122,Crown,3.00,3.00,2.00,46.67,"Ignition Cylinder Kit",0.40
4778126,Crown,1.00,2.00,5.00,10.83,"Crankshaft Seal",0.10
4778348,Crown,3.00,3.00,2.00,27.5,"Windshield Washer Pump",0.30
4778975,Crown,2.00,3.00,3.00,36.67,Thermostat,0.30
4796906,Crown,3.00,3.00,3.00,90,"Range Sleeve",1.30
4796908,Crown,5.50,5.50,2.50,125,"Drive Sprocket",2.90
4796967,Crown,5.00,5.00,2.25,158.33,"Synchronizer Assembly",3.90
4797769,Crown,3.00,3.00,0.50,3,"Axle Shaft Slinger",0.10
4797777,Crown,14.00,6.50,2.25,12.5,"Air Filter",0.70
4798033,Crown,2.75,2.75,0.50,7.5,"Input Seal",0.10
4798127,Crown,17.00,3.00,3.00,158.33,"Main Shaft",8.10
4798138,Crown,4.00,4.00,4.00,75,Yoke,2.30
52003878,Crown,21.00,4.50,3.25,9.17,"Heater Hose",0.40
4856344,Crown,1.50,1.25,0.25,14.17,"Axle Shaft C-Clip",0.10
4856345,Crown,4.50,4.00,3.50,60,Yoke,1.80
4856362,Crown,11.50,11.50,6.00,733.33,"Ring & Pinion Kit",16.40
4856540,Crown,15.00,11.00,7.25,416.67,"Ring & Pinion",15.20
4864783,Crown,6.00,4.00,4.00,55.47,"Range Fork",0.90
5252064,Crown,4.25,2.00,1.50,53.33,"Shift Head",0.50
4874307,Crown,4.00,5.00,26.00,250,"Axle Shaft Assembly",12.00
4874919,Crown,1.75,1.00,1.00,15,"Lock Cylinder",0.10
4883018,Crown,12.00,9.00,4.50,67.6,Mirror,2.60
5252504,Crown,1.50,1.50,1.00,2.5,"Differential Cover Plug",0.10
5252505,Crown,1.25,1.25,0.25,3.98,"Axle Shaft C-Clip",0.10
52003882,Crown,6.00,3.50,1.00,5.67,"Heater Hose",0.10
5252630,Crown,5.50,5.00,5.00,13.33,"Wheel Cylinder Rebuild Kit",0.60
5252631,Crown,2.75,2.25,2.00,10,"Wheel Cylinder Rebuild Kit",0.20
5269897,Crown,3.75,1.00,0.50,4.17,"Spark Plug",0.10
6035516,Crown,6.00,0.75,0.75,2.5,"Cylinder Head Bolt",0.30
6035757,Crown,1.00,0.50,0.50,2.33,"Windshield Hinge Screw",0.10
11500662,Crown,0.75,1.50,1.00,2,"Clip Nut",0.10
32001846,Crown,3.25,3.25,1.50,33.33,"Cooling Fan Sensor",0.30
33000076,Crown,6.00,3.00,3.00,7.5,"Fuel Filter",0.50
33000153,Crown,4.00,4.00,3.00,53.33,"Map Sensor",0.50
33003389,Crown,2.50,1.75,1.00,2.33,"Distributor Rotor",0.10
33003421,Crown,3.50,3.25,2.00,25,"Timing Chain Tensioner",0.30
33003536,Crown,6.00,4.00,4.00,36.67,"Oil Pump Cover",1.10
33004024,Crown,4.00,4.00,4.00,8.67,"Distributor Cap",0.30
33004107,Crown,3.25,3.25,1.25,41.67,"Crankshaft Sprocket",0.60
33004143,Crown,3.75,3.75,0.25,9.83,"Crankshaft Seal",0.10
33004856,Crown,5.25,4.00,2.25,14.17,"Thermostat Housing",1.80
52000141,Crown,4.50,4.00,3.00,15,"Engine Mount",1.40
52000162,Crown,14.00,1.00,1.00,15.83,"Brake Hose",0.30
52000178,Crown,2.75,7.50,5.00,13.33,"Bumper End Cap",0.94
52000179,Crown,4.00,7.50,10.50,13.33,"Bumper End Cap",0.50
52000598,Crown,2.25,6.50,3.50,15.83,"Tie Rod End",1.10
52000599,Crown,8.00,3.00,2.00,15.83,"Tie Rod End",1.10
52001175,Crown,2.00,1.50,4.00,20,"Nut Strip",0.90
52001759,Crown,5.00,2.00,2.00,4.83,"Exhaust Insulator",0.40
52001790,Crown,19.00,5.50,5.50,45,"Coil Spring",9.10
52002553,Crown,3.00,0.75,0.75,2.25,"Shackle Bushing Sleeve",0.20
52003918,Crown,36.00,4.00,4.00,75,"Track Bar",8.80
52002848,Crown,21.00,0.50,0.50,18.33,"Brake Hose",0.40
52002849,Crown,9.00,5.50,2.00,18.33,"Brake Hose",0.40
52003448,Crown,46.00,8.00,3.50,110,"Leaf Spring Assembly",27.00
52003940,Crown,22.00,4.00,3.50,75,Resonator,6.30
52003945,Crown,17.00,6.00,4.50,14.17,"Radiator Hose",1.10
52005638,Crown,6.50,0.50,0.50,6.67,"Sway Bar Link",0.30
52005738,Crown,36.00,4.00,4.00,63.33,"Drag Link",7.60
52005740,Crown,5.75,5.50,2.50,18.33,"Tie Rod End",1.40
52006440,Crown,0.50,4.00,6.00,8.67,U-Bolt,0.60
52006472,Crown,10.00,0.50,0.50,25.83,"Brake Hose",0.50
52007289,Crown,4.50,4.25,4.00,16.67,"Engine Mount",1.90
52007397,Crown,36.00,15.00,10.00,115,"Front Pipe",6.40
52007502,Crown,12.50,13.00,4.50,68.33,"Brake Drum",16.10
52007586,Crown,21.00,1.00,1.00,31.67,"Brake Hose",0.40
52007587,Crown,20.00,2.50,1.00,31.67,"Brake Hose",0.40
52018096,Crown,8.50,8.00,8.00,60,"Transmission Mount",3.80
52018176,Crown,37.00,19.00,19.00,80,"Front Pipe",5.50
52028264,Crown,10.00,6.00,2.00,10.83,"Radiator Hose",0.10
52029272,Crown,20.00,5.50,4.50,14.17,"Radiator Hose",1.30
52037544,Crown,7.50,5.00,4.50,35,"Power Steering Reservoir",0.80
52037547,Crown,1.75,1.25,0.75,10,"Power Steering Reservoir Clip",0.10
52037567,Crown,6.75,5.25,5.00,191.67,"Power Steering Pump",8.00
52038016,Crown,14.25,3.00,3.00,23.33,"Power Steering Return Hose",0.30
52038337,Crown,8.00,4.00,3.00,38.33,"Pitman Arm",2.00
52038338,Crown,7.75,2.25,1.75,30,"Pitman Arm",1.90
52040027,Crown,12.00,4.75,4.50,11.33,"Bumper End Cap",1.10
52040407,Crown,7.00,7.00,1.00,15.83,"Leaf Spring Plate",3.40
52067632,Crown,3.25,3.25,1.50,40,"Speedometer Gear",0.10
52078556,Crown,24.25,2.50,2.50,143.33,"Steering Shaft",4.00
52078705,Crown,29.00,6.00,4.50,225,"Steering Shaft",4.60
52087827,Crown,19.00,2.00,2.00,40,"Steering Stabilizer",3.00
52118789,Crown,0.50,7.25,7.25,14.17,"Transmission Filter",0.60
52128094,Crown,10.00,1.75,1.50,20,"Brake Hose",0.40
53000101,Crown,2.25,1.50,1.50,3,"Exhaust Insulator",0.30
53000228,Crown,6.00,6.00,6.00,156.67,"Hub Assembly",10.40
53000237,Crown,3.00,3.00,0.25,2,"Hub Seal",0.10
53000239,Crown,3.50,3.50,0.25,2.5,"Hub Seal",0.10
53000616,Crown,4.00,4.00,1.75,10.32,"Carburetor Insulator",0.30
53001492,Crown,2.25,0.75,0.75,1.38,"Speedometer Gear",0.10
53001987,Crown,8.00,3.75,3.50,130,Yoke,2.20
53002001,Crown,46.50,4.50,4.50,483.33,"Drive Shaft",13.10
53002157,Crown,12.75,1.25,0.75,3.33,"Coil Wire",0.10
53002184,Crown,15.00,5.50,2.25,7.5,"Air Filter",0.50
53002919,Crown,3.25,3.25,0.25,4.5,"Wheel Bearing Seal",0.10
53002925,Crown,2.50,2.50,1.00,9.17,"Wheel Bearing Cup",0.20
53002928,Crown,11.50,11.50,4.75,106.67,"Brake Rotor",21.40
53004247,Crown,24.00,6.00,4.00,16.67,"Clutch Hose",0.40
53004376,Crown,2.25,2.00,2.00,7.33,"Shift Knob Insert",0.10
53005079,Crown,5.75,5.50,2.50,58.33,"Ignition Module",1.40
53005309,Crown,1.00,1.00,0.50,13.33,"Coolant Temperature Sensor",0.10
53006244,Crown,28.00,13.00,8.25,200,"Exhaust Manifold",14.50
53006529,Crown,30.00,6.00,1.00,15.33,"Manifold Gasket",0.60
53006695,Crown,20.00,4.50,4.50,15,"Valve Cover Gasket",0.10
53006722,Crown,7.00,0.50,0.50,2.67,"Push Rod",0.10
53007543,Crown,3.25,3.25,0.12,1.67,"Throttle Body Gasket",0.10
53007787,Crown,3.75,4.75,4.25,51.67,Yoke,2.10
53009077,Crown,3.00,3.00,2.00,58.33,"Distributor Pickup",0.20
53009379,Crown,5.00,9.00,20.00,150,"Exhaust Manifold",18.80
53009508,Crown,3.75,3.75,3.75,23.33,"Drive Belt Idler Pulley",0.70
53010238,Crown,0.50,3.50,28.00,12.5,"Manifold Gasket",0.30
53010309,Crown,4.50,4.50,2.00,10,"Fan Clutch Pulley",0.80
53020578,Crown,13.00,13.00,2.25,158.33,Flywheel,21.40
53020779,Crown,3.00,2.75,2.25,66.67,"Timing Chain Tensioner",0.60
53020790,Crown,2.75,2.75,0.50,5,"Crankshaft Seal",0.10
53020861,Crown,1.13,1.13,0.13,4.83,"Oil Pickup Tube O-Ring",0.10
53020877,Crown,10.00,9.00,0.50,14.17,"Valve Cover Gasket",0.10
53020878,Crown,11.00,6.00,0.50,14.17,"Valve Cover Gasket",0.10
53020938,Crown,3.50,3.25,1.25,26.67,"Camshaft Sprocket",0.50
53021057,Crown,10.00,10.00,0.12,8.33,"Timing Cover Gasket",0.10
53030001,Crown,3.00,2.00,3.25,58.33,"Fuel Pressure Regulator",0.10
53030017,Crown,2.00,2.00,2.00,2.17,"Valve Cover Grommet",0.10
53030262,Crown,3.25,3.25,1.25,96.67,"Fuel Injector",0.30
53030343,Crown,3.25,3.25,3.25,98.33,"Fuel Injector",0.30
53030934,Crown,15.00,5.00,4.00,98.33,"Exhaust Manifold",8.30
53031099,Crown,3.25,3.00,1.75,73.33,"Fuel Injector",0.10
55002308,Crown,11.00,4.25,1.50,20,"Side Marker Molding",0.30
55005528,Crown,18.75,1.25,1.00,12.5,"Door Glass Weatherstrip",0.30
55008119,Crown,8.00,8.00,1.00,19.17,"Hood Weatherstrip",0.30
55009127,Crown,8.00,8.00,3.00,42.47,"Cowl Weatherstrip",1.70
55015783,Crown,7.00,7.00,4.00,26.67,"Liftgate Weatherstrip",1.80
55016210,Crown,8.50,7.75,3.50,25,Mirror,1.00
55017480,Crown,17.00,1.50,1.50,18.33,"Hood Prop Rod",0.60
55031834,Crown,49.00,33.00,8.00,108.33,Fender,9.10
55031835,Crown,50.00,35.00,7.00,108.33,Fender,9.30
55054576,Crown,12.00,6.75,6.50,108.33,Headlight,2.50
55054945,Crown,37.50,11.50,2.00,53.33,Grille,2.60
55055014,Crown,3.50,3.50,3.50,10,"Side Repeater Light",0.10
55055142,Crown,4.50,3.50,12.50,15,"Parking Light",0.60
55075655,Crown,8.50,4.00,2.25,21.67,"Door Handle",0.40
55076092,Crown,3.00,5.00,9.00,36.67,"Door Handle",0.40
55154919,Crown,14.00,2.00,2.00,20,"Wiper Arm",0.60
55235214,Crown,1.00,1.00,25.00,28.33,"Liftgate Support",1.10
55155660,Crown,14.00,5.00,3.00,17.17,"Wiper Arm",0.50
55176248,Crown,1.25,1.00,1.00,0.53,Retainer,0.10
55176594,Crown,63.00,42.00,12.00,329.33,Hood,40.00
56000099,Crown,12.50,4.50,4.50,16.67,"Parking Light",0.80
56000110,Crown,8.00,3.50,1.50,8.33,"Side Marker Light",0.30
56000111,Crown,8.00,3.50,1.50,8.75,"Side Marker Light",0.30
56000174,Crown,3.75,6.25,6.25,41.67,"Blower Motor Wheel",0.40
56000212,Crown,3.50,3.50,1.50,48.33,"Expansion Valve",0.40
56002053,Crown,15.00,9.00,4.00,25,"Windshield Washer Pump",0.30
56002134,Crown,6.25,4.50,5.50,43.33,"Tail Light",1.10
56004378,Crown,17.00,3.00,2.00,31.67,"A/C Hose",0.40
56005104,Crown,6.00,4.00,8.00,20.83,"Side Marker Light",0.60
56005105,Crown,6.00,4.25,8.00,20.83,"Side Marker Light",0.60
56006404,Crown,4.00,1.00,1.00,4.17,"Headlight Adjusting Screw",0.10
56006405,Crown,3.00,1.00,1.00,4.17,"Headlight Adjusting Screw",0.10
56027023,Crown,1.00,5.25,4.50,53.33,"Distributor Pickup",0.10
56027272,Crown,2.00,4.50,4.50,58.33,"Crankshaft Position Sensor",0.40
56027280,Crown,4.25,4.00,1.75,53.33,"Crankshaft Position Sensor",0.20
56030005,Crown,9.00,4.00,4.00,66.67,"Wiper Motor",2.50
56031003,Crown,3.25,3.25,1.25,25,"Oil Pressure Sending Unit",0.10
57000051,Crown,58.00,37.00,3.50,208,Hood,35.50
82200314,Crown,11.00,7.00,6.00,81.67,Mirror,2.40
83502327,Crown,3.50,3.25,1.25,16.82,"Early Fuel Evaporation Switch",0.13
83300156,Crown,10.00,5.00,3.00,23.33,"Ignition Wire Set",0.70
83500067,Crown,4.00,3.00,0.25,5,"Fuel Injector O-Ring Kit",0.10
83500074,Crown,3.50,3.50,1.25,21.67,"Power Steering Pump Seal Kit",0.10
83500267,Crown,34.00,22.00,13.00,183.33,"Fuel Tank",20.00
83502979,Crown,22.00,11.00,5.00,103.33,Muffler,7.60
83500536,Crown,7.00,0.50,0.50,31.67,"Shift Shaft",0.40
83500538,Crown,11.50,0.75,0.75,43.33,"Shift Shaft",0.80
83500565,Crown,0.88,0.25,0.25,2.5,"Synchronizer Key",0.10
83500729,Crown,2.50,2.50,0.50,5.83,"Crankshaft Seal",0.10
83500813,Crown,3.00,2.00,2.00,9.17,Thermostat,0.10
83500843,Crown,10.50,9.50,0.25,2.5,"Timing Cover Gasket",0.10
83500990,Crown,0.75,0.50,0.50,3.08,"Synchronizer Key",0.10
83501003,Crown,5.50,1.00,1.00,15,"Tail Light Lens",0.40
83502149,Crown,5.25,5.25,1.00,41.67,"Power Steering Pump Seal Kit",0.10
83502261,Crown,8.25,2.50,2.50,183.33,"Control Valve",1.70
83501486,Crown,5.25,5.25,5.25,97.93,"Oil Pump",3.40
83501595,Crown,2.50,2.00,1.25,6.42,"Slip Yoke Seal",0.20
83501814,Crown,1.50,1.50,0.25,4.83,"Power Steering Pump Seal",0.10
83501947,Crown,14.00,13.50,3.25,90,"Pressure Plate",11.00
83502682,Crown,12.25,4.50,3.50,158.33,"Input Shaft",2.80
83502960,Crown,30.00,20.00,16.00,141.67,"Fuel Tank",16.60
5012809AA,Crown,7.00,7.00,1.00,6.67,"Pinion Crush Sleeve",0.10
5012813AA,Crown,3.00,3.00,3.00,9.17,"Pinion Seal",0.20
5012824AA,Crown,2.50,2.50,0.50,9.17,"Axle Shaft Seal",0.10
83502990,Crown,15.00,7.00,5.75,158.33,"Fuel Module",2.20
83503010,Crown,2.25,2.25,0.25,4.17,"Axle Shaft Seal",0.10
83503105,Crown,17.00,2.25,0.50,250,"Main Shaft",4.90
83503118,Crown,2.50,2.00,1.25,5,"Slip Yoke Seal",0.20
83503246,Crown,4.50,4.25,2.50,158.33,"Synchronizer Assembly",1.90
83503250,Crown,2.50,2.50,0.25,6.67,"Output Seal",0.10
83503385,Crown,1.00,0.25,0.25,0.83,"Hose Retaining Pin",0.10
83503489,Crown,1.25,0.75,0.75,70,"Flow Control Valve",0.10
83503495,Crown,8.00,5.50,3.00,93.33,"Power Steering Reservoir",0.90
83503530,Crown,5.00,5.00,2.00,75,"Differential Drive Gear",1.70
83503555,Crown,3.25,3.00,2.25,106.67,"Reverse Idler Gear",1.60
83504048,Crown,2.25,2.25,0.75,6.67,"Output Seal",0.10
83504055,Crown,0.25,2.50,2.50,6.67,"Output Seal",0.10
83504371,Crown,10.00,4.25,3.50,20,"Brake Pad Set",4.10
83504375,Crown,2.25,2.25,1.00,4.83,"Axle Shaft Guide",0.10
83504851,Crown,4.00,2.50,2.50,140,"Fuel Injector",0.40
83504918,Crown,1.50,1.00,1.00,1,"Parking Brake Strut Spring",0.10
83505444,Crown,5.00,5.00,2.00,141.67,"First Gear",1.80
83505451,Crown,6.25,6.00,2.50,164.67,"Fifth Intermediate Gear",3.10
83506018,Crown,4.00,4.00,4.00,141.67,"Second Gear",1.90
83506025,Crown,1.75,1.75,1.00,6.67,"Cluster Gear Thrust Washer",0.10
83506248,Crown,3.50,3.50,1.50,80,"Synchronizer Hub",0.90
83506249,Crown,4.00,4.00,1.75,81.67,"Synchronizer Sleeve",0.90
83507178,Crown,12.00,8.00,2.00,21.67,"Ignition Wire Set",0.80
83507180,Crown,9.50,7.25,2.25,21.67,"Ignition Wire Set",0.60
3224231K,Crown,4.25,1.00,0.75,18.33,"Differential Shaft Kit",0.40
4589164AF,Crown,11.50,7.00,4.50,26.67,"Door Handle",3.40
4707286AI,Crown,3.25,3.25,1.50,45,"Cooling Fan Relay",0.20
4713192P,Crown,32.00,7.50,7.50,291.67,"Axle Shaft",18.40
4779599AA,Crown,3.50,14.00,13.75,78.33,"Brake Rotor",21.50
4781569AB,Crown,3.00,3.00,3.00,30,"Idler Pulley",0.80
4781570AB,Crown,3.00,3.00,7.00,73.33,"Timing Belt Tensioner",1.60
4799964AB,Crown,1.00,2.00,2.00,2.33,"Oil Pump Seal",0.10
4864226X,Crown,2.00,2.00,0.50,5,"Shift Retainer Seal",0.10
4891596AB,Crown,3.00,3.00,2.00,12.5,"Drive Belt Idler Pulley",0.40
4897023AA,Crown,3.00,3.00,2.25,56.67,"Camshaft Position Sensor",0.10
4897026AA,Crown,4.50,4.25,3.50,60,Yoke,3.10
4897220AA,Crown,6.00,6.00,4.50,450,"Viscous Coupling",14.00
4897298AA,Crown,2.50,2.50,0.50,8,"Output Seal",0.10
4897321AA,Crown,1.50,4.00,4.00,40,"Crankshaft Position Sensor",0.20
5012362P,Crown,4.00,4.00,4.00,86.67,"Piston & Pin",1.30
5012364AAK,Crown,9.50,4.50,2.00,160,"Piston Ring Set",0.70
5012444AA,Crown,5.25,5.25,5.25,60,"Pinion Flange",3.60
5012961AC,Crown,15.50,7.00,6.00,216.67,"Fuel Module",3.40
5013334AA,Crown,1.25,1.25,0.50,2.25,"Output Seal",0.10
55395579AB,Crown,11.50,6.50,0.25,26.67,"Windshield Bracket",1.90
56018648AC,Crown,8.00,6.00,4.50,40.83,"Tail Light",1.10
5014667AA,Crown,5.75,4.75,4.75,113.33,"Steering Box Seal Kit",1.80
5017010AB,Crown,12.00,9.00,3.00,35,"Door Weatherstrip",0.90
5017011AB,Crown,8.00,2.00,8.00,35,"Door Weatherstrip",0.80
5017214AA,Crown,3.00,3.00,3.00,47.5,"Pinion & Differential Shim Kit",1.60
5018056AC,Crown,12.00,8.25,6.50,250,"Fuel Module",3.10
5018594AA,Crown,1.00,2.00,4.00,9.17,"Crankshaft Seal",0.10
5018700AA,Crown,3.00,1.25,0.50,13.17,"Key Blank",0.10
5066066AA,Crown,2.50,2.50,0.50,8.17,"Axle Shaft Seal",0.10
5066446AA,Crown,3.50,3.50,0.75,9.17,"Pinion Seal",0.10
5066806AA,Crown,3.25,1.50,0.12,1.42,"Thermostat Housing Gasket",0.10
5080868AA,Crown,8.00,8.00,6.00,48.33,"Brake Pad Set",5.10
5080871AA,Crown,9.00,6.00,2.00,48.33,"Brake Pad Set",3.00
5086640AA,Crown,31.50,8.00,7.50,183.33,"Axle Shaft",18.00
5096256AA,Crown,8.25,8.25,8.25,136.67,"Blower Motor",3.80
5105514AA,Crown,12.00,12.00,2.00,65,"Brake Rotor",15.00
5105688AB,Crown,22.00,4.50,3.75,60,"Lateral Link",5.80
5139720AA,Crown,8.50,8.25,8.25,111.67,"Blower Motor",4.20
5143697AA,Crown,3.00,1.00,1.00,5,"Brake Caliper Pin",0.10
5143700AA,Crown,3.50,3.50,1.75,9.17,"Brake Pad Spring Kit",0.10
5143705AA,Crown,3.25,3.25,1.25,7,"Brake Pad Clip Kit",0.10
5143714AA,Crown,3.12,3.12,0.50,9.17,"Input Seal",0.10
5149062AA,Crown,3.50,3.00,1.00,35.83,"Oil Pressure Sending Unit",0.10
5175580AA,Crown,7.50,5.50,5.00,91.67,"Water Pump",2.30
5175732AA,Crown,8.50,6.00,3.00,73.33,"Brake Master Cylinder",1.60
5191305AA,Crown,3.25,3.25,1.50,23.33,"Wheel Cylinder",0.70
52059347AB,Crown,7.50,4.00,3.50,56.67,"Transmission Mount",2.90
52079597AB,Crown,30.50,25.25,5.50,250,Radiator,12.20
52088305AB,Crown,36.00,4.00,4.00,83.33,"Track Bar",9.40
52088650AF,Crown,29.00,5.75,4.50,80,"Shock Absorber",6.10
52088651AG,Crown,22.00,5.00,4.25,48.53,"Shock Absorber",4.20
52089300AB,Crown,7.00,9.00,10.00,350,"Power Steering Pump",4.90
52089605AD,Crown,42.00,2.00,1.50,86.67,"Track Bar",8.30
52100235AD,Crown,21.25,8.75,3.25,24.17,"Fuel Tank Strap",0.90
52128247AA,Crown,11.50,11.50,2.50,65,"Brake Rotor",17.70
52128532AA,Crown,6.50,4.75,3.25,50,"Shock Mount",2.30
52128533AA,Crown,6.50,5.00,3.00,50,"Shock Mount",2.10
52128654AA,Crown,9.50,7.50,3.50,63.33,"Transmission Mount",5.20
5290733AB,Crown,14.50,14.50,2.50,121.67,"Brake Rotor",29.00
53010513AA,Crown,5.00,1.50,1.50,21.67,"Exhaust Valve",0.20
53013324AA,Crown,3.00,3.00,1.50,28.33,"Idler Pulley",0.80
53020748AB,Crown,1.50,1.50,4.50,11.67,"Exhaust Valve",0.20
53021168AA,Crown,3.00,2.50,2.00,66.67,"Timing Chain Tensioner",0.60
55155740AA,Crown,13.25,11.00,10.50,78.33,"Tail Light",3.10
55155800AC,Crown,55.00,21.00,12.00,127.5,"Header Panel",4.10
55175897AE,Crown,49.00,18.00,17.00,40,"Fender Liner",1.80
55176430AD,Crown,6.00,6.00,6.00,25,"Windshield Weatherstrip",1.10
55360966AA,Crown,2.75,2.00,0.75,3,"Floor Pan Plug",0.10
56027866AC,Crown,4.00,2.00,1.00,63.33,"Crankshaft Position Sensor",0.30
56027866AE,Crown,3.25,3.25,1.25,58.33,"Crankshaft Position Sensor",0.20
56041013AB,Crown,10.50,6.25,5.25,223.6,Starter,17.80
56041914AC,Crown,6.00,6.00,11.00,191.67,Starter,7.10
68003268AA,Crown,1.50,3.00,3.00,96.67,"Differential Carrier Shim Kit",1.30
68003270AA,Crown,2.75,2.75,0.75,12.5,"Axle Shaft Seal",0.10
68008523AA,Crown,5.50,5.00,2.25,18.33,"Axle Shaft Retainer",0.90
68017181AB,Crown,12.00,4.25,3.25,95,"Axle Shaft",4.30
68027795AA,Crown,19.50,3.75,3.00,80,"Shock Absorber",5.80
68027797AA,Crown,19.50,3.75,3.00,80,"Shock Absorber",5.80
68029954AA,Crown,4.00,3.00,19.75,60,"Shock Absorber",5.70
68041621AA,Crown,3.25,2.50,2.50,5.83,"Tailgate Bar Retainer",0.20
8053050C,Crown,28.00,4.00,0.25,9.1,"Valve Cover Gasket",0.10
A2250,Crown,7.50,7.50,1.50,10.83,"Windshield Weatherstrip",0.40
A692N,Crown,2.50,4.00,2.50,10,"Spindle Nut Socket",1.20
G0004856,Crown,20.00,2.00,1.00,33.33,"Liftgate Support",1.00
RT34079,Crown,6.25,6.25,4.25,300,"Stainless Door Hinge Kit",9.60
52060057AC,Crown,11.00,4.00,3.00,63.33,"Pitman Arm",3.50
RT27015,Crown,19.00,3.50,2.25,23.33,"Dash Grab Bar",0.90
K500063,Crown,4.00,2.50,2.25,36.67,"Ball Joint",1.13
RT27039,Crown,8.75,4.50,2.50,18,"Steering Wheel Accents",0.30
RT27027,Crown,4.00,4.00,1.75,13.5,"HVAC Vent Accents",0.10
RT27040,Crown,8.75,4.50,2.50,20,"Steering Wheel Accents",0.30
RT27028,Crown,4.00,4.00,1.75,13.5,"HVAC Vent Accents",0.10
RT34071,Crown,6.50,6.00,3.00,150,"Door Hinge Set",4.80
68041017AB,Crown,4.00,2.50,2.50,45,"Cooling Fan Relay",0.40
6502698,Crown,1.25,1.25,0.50,2.92,Nut,0.10
52125396AB,Crown,3.50,3.00,2.50,15,"Bump Stop",0.30
53000475K,Crown,3.00,3.00,2.00,65,"Axle Shaft Bearing Kit",1.00
550294545K,Crown,6.50,6.00,3.00,50,"Door Striker Kit",1.60
MB303868,Crown,3.50,3.50,0.25,11.67,"Hub Snap Ring",0.10
52101196,Crown,16.00,8.00,52.00,265,"Muffler & Tailpipe",21.00
53030840,Crown,3.25,3.25,1.50,46.67,"Idle Air Control Valve",0.30
83503571,Crown,3.50,3.25,1.00,5.42,"Brake Caliper Key & Spring",0.30
4026487K,Crown,8.75,4.25,4.25,80,"Crankshaft Main Bearing Set",1.30
4397776K,Crown,7.50,3.75,2.25,63.33,"Crankshaft Main Bearing Set",1.30
56041030,Crown,3.75,3.50,1.75,56.67,"Distributor Pickup",0.10
641096,Crown,10.00,8.00,0.06,2.33,"Engine Plate Gasket",0.10
4777478,Crown,18.00,10.00,0.25,11.67,"Valve Cover Gasket",0.10
4781072AB,Crown,0.75,0.75,0.63,1.33,"Valve Seal",0.10
RT36002,Crown,25.00,16.00,5.50,225,"HD Exhaust Manifold",13.00
5013625AA,Crown,1.75,1.75,0.38,3.17,"Drive Shaft Clamp",0.10
5109514AB,Crown,22.00,1.00,1.00,38.33,"Liftgate Support",0.80
5115040AG,Crown,13.00,9.00,6.00,55,Mirror,3.20
5290635AA,Crown,21.00,20.00,6.00,241.67,"Control Arm",26.00
55156453AE,Crown,16.00,10.00,7.00,106.67,Mirror,3.90
55156454AE,Crown,16.00,10.00,7.00,100,Mirror,3.80
55156455AE,Crown,16.00,10.00,7.00,100,Mirror,3.80
55157011AD,Crown,16.00,10.50,6.50,183.33,Mirror,4.00
57010077AE,Crown,13.50,9.00,8.00,108.33,Mirror,3.60
57010078AC,Crown,13.50,9.00,8.00,108.33,Mirror,3.60
57010098AC,Crown,13.50,9.00,8.00,126.67,Mirror,3.60
68040206AA,Crown,7.75,5.00,4.00,105,"Drive Belt Tensioner",2.90
68040408AA,Crown,16.00,10.50,6.50,118.33,Mirror,3.90
808770KE,Crown,14.75,14.50,6.50,191.67,"Drum Brake Service Kit",26.00
33001237,Crown,1.50,1.50,0.75,1.92,"Valve Cover Grommet",0.02
5096297AA,Crown,52.00,15.75,8.00,191.67,"Muffler & Tailpipe",35.00
5096298AA,Crown,54.25,16.00,7.75,216.67,"Muffler & Tailpipe",30.50
4741705,Crown,0.25,0.75,0.75,1.33,"A/C Line O-Ring",0.02
RT34001,Crown,6.25,6.00,3.00,70,Bumperette,2.75
83503572,Crown,18.00,10.00,7.50,250,"Case Half",13.00
33002921,Crown,15.75,5.00,4.75,111.67,"Oil Pump Kit",3.10
52104045,Crown,3.00,13.50,13.50,119.6,"Pressure Plate",14.00
4682828,Crown,4.75,2.25,0.38,6.67,"Coolant Bottle Cap",0.06
5066921AA,Crown,10.00,6.50,0.13,13.33,"Timing Cover Gasket",0.02
56041012AE,Crown,9.00,5.50,5.00,148.33,Starter,7.10
5093395AA,Crown,3.50,1.75,1.00,10,"Parking Brake Lever Boot",0.02
4801269AB,Crown,10.00,5.50,5.00,153.33,Starter,7.30
641878K,Crown,65.00,13.00,7.00,175,"Exhaust Kit",23.00
4637534,Crown,3.25,2.50,0.25,1.67,"Synchronizer Spring",0.02
4720931,Crown,3.50,1.25,1.25,14.08,"Lock Cylinder",0.10
5257148,Crown,1.25,1.25,0.25,4.58,"Lock Cylinder Cap",0.02
RT27010,Crown,27.50,19.00,14.00,89.25,"Locking Center Console",27.50
55032684,Crown,69.00,20.00,16.50,260,Fascia,11.00
4798034,Crown,1.50,0.50,0.25,7.5,"Shift Fork Insert",0.02
4667198,Crown,1.75,1.75,0.25,4.67,"Crankshaft Seal",0.02
4761569,Crown,68.00,19.00,16.00,208,Fascia,9.50
5014732AC,Crown,24.00,4.00,3.00,86.67,"Shock Absorber",4.60
4720223,Crown,16.50,11.25,2.50,68.33,"Timing Cover Kit",3.10
68066486AA,Crown,12.00,4.50,3.25,35,"Tie Rod",2.00
