REPLACES_PART,DESCRIPTION_NOTUPDATE,QUANTITY
68102920AC        ,"TAIL LAMP, R   ",3
68102921AC        ,"TAIL LAMP, L   ",3
68103072AC        ,"SUPPORT, LIFT  ",10
68103969AA        ,"FILTER, OIL    ",134
68105078AF        ,KEY FOB        ,43
68105583AF        ,"ADAPTER, OIL   ",322
68105872AA        ,TIE ROD KIT    ,272
68109834AA        ,"FILTER, OIL    ",227
68109863AA        ,"FASCIA, FRONT  ",17
68109898AC        ,"FASCIA, REAR   ",10
68110016AD        ,"TAILLAMP, RIGHT",9
68110017AD        ,"TAILLAMP, LEFT ",1
68110950AC        ,"MOUNT, ENGINE  ",626
68110996AD        ,"HEADLAMP, RIGHT",3
68110997AD        ,"HEADLAMP, LEFT ",4
68111467AA        ,"FASCIA, LOWER  ",2
68111468AA        ,"FASCIA, REAR   ",0
68111469AA        ,"FASCIA, REAR   ",5
68111470AB        ,"FASCIA, REAR   ",0
68111624AD        ,WATER PUMP     ,2
68127809AA        ,"FILTER, CABIN  ",1908
68127993AA        ,U-JOINT        ,5
68137495AA        ,"BUSHING, SHIFT ",-102
68137552AC        ,HUB ASSEMBLY   ,20
68138374AC        ,"BRACKET, RIGHT ",4960
68138375AC        ,"BRACKET, LEFT  ",4963
68139723AA        ,INSULATOR      ,1833
68139994AB        ,"SEAL, GLASS    ",22
68140033AA        ,"COVER, HINGE   ",1156
68140324AA        ,FOG LAMP       ,4
68140678AB        ,"SENSOR, CRANK  ",216
68141123AC        ,HUB ASSEMBLY   ,153
68141376AB        ,"VALVE, A/C     ",967
68141580AF        ,KEY FOB        ,289
68141936AD        ,"GRILLE, LOWER  ",1
68142831AA        ,"BOLT, HEAD     ",1877
68142880AB        ,INSULATOR      ,2115
68143070AD        ,APPLIQUE       ,2
68143073AC        ,GRILLE         ,5
68143076AD        ,"FASCIA, LOWER  ",-2
68143096AC        ,"SPAT, RIGHT    ",6
68143097AC        ,"SPAT, LEFT     ",10
68143886AA        ,RADIATOR       ,3
68143891AA        ,CONDENSER      ,-1
68143894AB        ,FAN MODULE     ,1
68143895AA        ,COOLER KIT     ,7
68144163AF        ,PAD SET        ,2
68144427AB        ,"PAD SET, FRONT ",26
68144511AC        ,BRACKET        ,1440
68145054AA        ,"AXLE, RIGHT    ",16
68145055AA        ,"AXLE, LEFT     ",21
68145815AC        ,"MODULE, FUEL   ",-3
68147488AA        ,"CHAIN, TIMING  ",7
68148078AA        ,"SWITCH,HEADLAMP",4
68148386AA        ,TENSIONER      ,33
68150040AA        ,"SEAL, INJECTOR ",3591
68151945AA        ,CLIP KIT       ,59
68154897AB        ,"EVAPORATOR, A/C",6
68155259AA        ,SHOCK ABSORBER ,86
68155868AB        ,HUB ASSEMBLY   ,166
68156146AA        ,TIE ROD END    ,851
68156156AB        ,LIFT SUPPORT   ,7
68156562AB        ,"SPAT, RIGHT    ",1938
68156563AB        ,"SPAT, LEFT     ",1958
68156902AA        ,TIE ROD END    ,451
68157291AA        ,FILTER         ,137
68157610AA        ,"CALIPER, RIGHT ",409
68157611AA        ,"CALIPER, LEFT  ",422
68157856AA        ,"TIE ROD, INNER ",782
68158377AA        ,"TIE ROD, INNER ",407
68159271AA        ,BALL JOINT     ,89
68159523AC        ,SPRING KIT     ,10
68159526AB        ,"PAD SET, REAR  ",5
68160691AA        ,PIN KIT        ,65
68160698AC        ,SPRING KIT     ,32
68164058AD        ,"MIRROR, RIGHT  ",17
68164059AD        ,"MIRROR, LEFT   ",17
68164091AF        ,FAN MODULE     ,14
68164356AB        ,"NOZZLE, WASHER ",4909
68164356K         ,NOZZLE SET     ,400
68164627AA        ,"SENSOR, TEMP   ",53
68165050AC        ,"SUPPORT, LIFT  ",6
68166067AA        ,O-RING KIT     ,1930
68166540AA        ,"SENSOR, KNOCK  ",231
68166658AA        ,"BEARING, CLUTCH",5
68171214AB        ,"HEADLAMP, RIGHT",2
68171215AB        ,"HEADLAMP, LEFT ",2
68171943AD        ,"BRAKE HOSE, L  ",104
68171944AD        ,"BRAKE HOSE, R  ",72
68172491AA        ,"CLIP, GREY     ",194
68184746AA        ,HUB ASSEMBLY   ,424
68184782AB        ,"LINK, RIGHT    ",90
68184783AB        ,"LINK, LEFT     ",87
68184784AA        ,"LINK, COMP.    ",574
68184808AC        ,"HOSE, BRAKE    ",436
68184809AC        ,"HOSE, BRAKE    ",428
68185910AA        ,"BEZEL, RIGHT   ",922
68185911AA        ,"BEZEL, LEFT    ",1528
68191349AA        ,"FILTER, OIL    ",189
68192984AA        ,FILTER         ,456
68193586AC        ,"SENSOR, TPMS   ",4
68194821AA        ,"PLUG, FLOOR PAN",2778
68194930AA        ,WIPER BLADE    ,7
68194931AA        ,WIPER BLADE    ,3
68195037AA        ,INSULATOR      ,1013
68195812AA        ,"BRACKET, RIGHT ",18
68195813AA        ,"BRACKET, LEFT  ",18
68197111AA        ,WIPER BLADE    ,14
68197131AA        ,WIPER BLADE    ,1
68197138AB        ,WIPER BLADE    ,12
68197139AA        ,WIPER BLADE    ,13
68197298AB        ,FAN MODULE     ,17
68197299AB        ,RADIATOR       ,4
68197867AA        ,"FILTER, FUEL   ",32
68202187AA        ,FOG LAMP       ,4
68203087AA        ,BOOT KIT       ,4
68203105AA        ,"PIN KIT, BRAKE ",31
68203108AA        ,"CLIP, BRAKE    ",11
68205090AC        ,"SUPPORT, FASCIA",6
68205093AC        ,"BRACKET, BUMPER",6
68207291AC        ,BRACKET        ,1963
68209678AE        ,"FENDER LINER, R",13
68209679AE        ,"FENDER LINER, L",14
68209681AD        ,"FENDER LINER, L",19
68209688AE        ,"FENDER LINER, R",29
68209689AE        ,"FENDER LINER, L",8
68210220AA        ,THERMOSTAT     ,1845
68210314AE        ,"MOLDING, RIGHT ",2554
68210315AE        ,"MOLDING, LEFT  ",2537
68211202AB        ,"PUMP, WATER    ",189
68211424AA        ,THERMOSTAT ASSY,464
68211658AD        ,GROMMET        ,58
68212010AA        ,"CALIPER, RIGHT ",470
68212011AA        ,"CALIPER, LEFT  ",464
68212325AA        ,PIN KIT        ,82
68212326AA        ,SPRING KIT     ,45
68212327AC        ,"PAD SET, FRONT ",7
68212329AA        ,BOOT & SEAL KIT,67
68212329PK        ,PISTON & SEAL  ,30
68213204AA        ,"BEZEL, FOG LAMP",2423
68213205AA        ,"BEZEL, FOG LAMP",2416
68213436AC        ,BRACKET        ,1967
68214109AB        ,"GASKET, PUMP   ",910
68214646AA        ,BALL JOINT     ,40
68223040AA        ,EVAPORATOR     ,1
68223044AA        ,"FILTER, CABIN  ",491
68223399AA        ,"BRACKET, LEFT  ",627
68223400AA        ,"BRACKET, RIGHT ",602
68223469AA        ,"BRACKET, LEFT  ",969
68223470AA        ,"BRACKET, RIGHT ",965
68223471AA        ,"ABSORBER, FRONT",8
68223569AD        ,COIL           ,161
68224731AC        ,"LINK, FRONT    ",1062
68224732AC        ,"LINK, FRONT    ",1065
68224850AE        ,"LINK, RIGHT    ",51
68224851AE        ,"LINK, LEFT     ",51
68224852AE        ,"LINK, RIGHT    ",60
68224853AE        ,"LINK, LEFT     ",61
68224936AA        ,"TIE ROD END, R ",955
68224937AA        ,"TIE ROD END, L ",956
68225067AA        ,RESERVOIR      ,5
68225170AD        ,"PAD SET, FRONT ",4
68225204AA        ,BLEEDER SCREW  ,96
68225214AA        ,"CLIP, MOULDING ",663
68225302AB        ,SPRING KIT     ,37
68227140AA        ,"BEAM, BUMPER   ",10
68227444AF        ,BELLY PAN      ,10
68227489AA        ,"PANEL, RADIATOR",7
68227573AD        ,"PAD SET, FRONT ",9
68227779AA        ,TRIM RING KIT  ,8
68228480AA        ,GASKET KIT     ,405
68229211AA        ,BOOT KIT       ,55
68229290AC        ,RADIATOR       ,5
68229611AA        ,"MIRROR, LEFT   ",12
68229612AA        ,"MIRROR, RIGHT  ",15
68232186AC        ,LINK KIT       ,586
68232447AA        ,"BRACKET, LEFT  ",8
68232448AA        ,"BRACKET, RIGHT ",11
68232842AD        ,INJECTOR KIT   ,7
68233626AA        ,"FILTER, CABIN  ",390
68235275AA        ,"FILTER KIT,FUEL",30
68237102AA        ,THERMOSTAT     ,589
68238602AA        ,EVAPORATOR     ,453
68239720AB        ,"SENSOR, TPMS   ",1107
68240768AA        ,PUSH ROD       ,67
68240769AA        ,PUSH ROD       ,50
68240951AB        ,"BRACKET, HOOD  ",1019
68241334AA        ,"TAIL LAMP, R   ",1
68241335AA        ,"TAIL LAMP, L   ",1
68241631AA        ,"CAP, OIL       ",4147
68242286AB        ,"COIL, IGNITION ",421
68244088AA        ,"BOTTLE, COOLANT",22
68244867AA        ,RADIATOR       ,2
68245310AA        ,"FILTER, AIR    ",47
68246267AB        ,GRILLE         ,19
68246453AA        ,HUB ASSEMBLY   ,50
68246489AA        ,BALL JOINT     ,948
68246496AA        ,"LINK,STABILIZER",773
68246551AA        ,"GASKET, EXHAUST",1988
68246731AA        ,"LINK,STABILIZER",936
68246734AA        ,CONTROL ARM    ,464
68246739AA        ,CONTROL ARM    ,476
68246746AA        ,LATERAL LINK   ,453
68246753AA        ,LATERAL LINK   ,450
68247204AA        ,"CONDENSER, A/C ",43
68247207AA        ,"RESISTOR, FAN  ",817
68247208AA        ,RADIATOR       ,1
68247339AA        ,"FILTER, AIR    ",802
68247394AA        ,"BRACKET, RIGHT ",7
68247398AA        ,"BRACKET, LEFT  ",6
68247932AD        ,"HOSE, PRESSURE ",481
68247933AC        ,"HOSE, PRESSURE ",486
68247974AA        ,"ROTOR, FRONT   ",483
68247999AA        ,CONTROL ARM    ,434
68248006AA        ,CONTROL ARM    ,433
68248043AA        ,"ROTOR, REAR    ",436
68248089AA        ,BELLY PAN      ,0
68248149AA        ,CONDENSER      ,4
68248150AA        ,FAN MODULE     ,7
68248291AC        ,"HOSE, RETURN   ",476
68248292AC        ,"HOSE, RETURN   ",496
68249136AA        ,"CAP, COOLANT   ",1987
68249592AB        ,"ROTOR, REAR    ",4
68249844AC        ,"MIRROR, RIGHT  ",12
68249845AC        ,"MIRROR, LEFT   ",12
68249846AC        ,"MIRROR, RIGHT  ",13
68249847AC        ,"MIRROR, LEFT   ",11
68249849AD        ,"MIRROR, LEFT   ",18
68249852AD        ,"MIRROR, RIGHT  ",19
68250085AA        ,"ROTOR, FRONT   ",912
68251376AA        ,"BUSHING, STAB. ",2358
68251384AA        ,BUSHING        ,3356
68251638AA        ,"BUMPER, JOUNCE ",1004
68253406AB        ,"ISOLATOR, UPPER",1012
68253514AA        ,THERMOSTAT     ,508
68254966AB        ,"SHIELD, FENDER ",14
68254967AA        ,"SHIELD, FENDER ",26
68254968AA        ,"SHIELD, FENDER ",10
68254969AA        ,"SHIELD, FENDER ",4
68256431AA        ,"LAMP, RIGHT    ",3
68256432AA        ,"LAMP, LEFT     ",2
68256471AA        ,"BRACKET,LICENSE",892
68257030AA        ,"FILTER, AIR    ",1123
68258362AA        ,"HOSE, BRAKE    ",365
68258363AA        ,"HOSE, BRAKE    ",461
68258599AA        ,"MOUNT, REAR    ",547
68260443AA        ,NOZZLE         ,2426
68260443K         ,NOZZLE SET     ,513
68260449AA        ,RADIATOR       ,6
68260466AB        ,ADJUSTER ASSY  ,958
68261578AA        ,GASKET         ,80
68263130AA        ,"CALIPER, LEFT  ",451
68263133AA        ,PIN KIT        ,3041
68263295AA        ,"CALIPER, RIGHT ",449
68265766AA        ,"STRUT, RIGHT   ",464
68265769AA        ,"STRUT, LEFT    ",468
68266515AA        ,RESISTOR       ,515
68266646AD        ,"HEADLAMP, RIGHT",3
68266647AD        ,"HEADLAMP, LEFT ",3
68266725AB        ,"FILTER, TRANS  ",78
68267180AA        ,BOOT KIT       ,972
68267916AA        ,PIN KIT        ,991
68267930AA        ,"CALIPER, LEFT  ",286
68267931AA        ,"CALIPER, RIGHT ",284
68267933AA        ,SPRING KIT     ,2105
68268687AA        ,"STRUT, LEFT    ",156
68270814AB        ,"SHIELD, RIGHT  ",17
68270815AB        ,"SHIELD, LEFT   ",12
68270816AC        ,"LINER, FENDER  ",3
68270817AC        ,"LINER, FENDER  ",1
68271086AA        ,YOKE           ,3
68272214AA        ,WEATHERSTRIP   ,3340
68272334AC        ,"LINER, RIGHT   ",7
68272335AB        ,"LINER, LEFT    ",4
68273101AA        ,"PAD SET, REAR  ",11
68273160AE        ,BELLY PAN      ,9
68273308AA        ,RADIATOR       ,4
68273402AA        ,CONDENSER      ,2
68273502AA        ,"ROTOR, FRONT   ",449
68275052AA        ,TIE ROD END    ,927
68275249AA        ,TIE ROD END    ,929
68277081AA        ,ENGINE MOUNT   ,454
68277082AA        ,ENGINE MOUNT   ,498
68277340AC        ,CONTROL ARM    ,908
68277341AC        ,CONTROL ARM    ,910
68280910AD        ,LINK KIT       ,1160
68281936AB        ,"REFLECTOR,RIGHT",2440
68281937AB        ,"REFLECTOR, LEFT",2437
68282328AA        ,CONTROL ARM    ,481
68282329AA        ,CONTROL ARM    ,482
68283229AA        ,RETAINER       ,248
68285652AA        ,TRIM RING KIT  ,8
68289234AE        ,"HEADLAMP, RIGHT",2
68289235AD        ,"HEADLAMP, LEFT ",2
68289634AA        ,"PAD SET, REAR  ",5
68292503AA        ,"PANEL, RADIATOR",3
68293033AB        ,LINK ASSEMBLY  ,905
68293034AA        ,"LINK, STABILIZE",988
68293133AB        ,"SENSOR, WHEEL  ",270
68293712AA        ,"BRACKET, RIGHT ",2983
68293713AA        ,"BRACKET, LEFT  ",2981
68293716AC        ,"BEAM, BUMPER   ",2
68299170AB        ,"SHIELD, RIGHT  ",14
68299171AB        ,"SHIELD, LEFT   ",4
68299172AC        ,"FENDER LINER, R",5
68299173AC        ,"FENDER LINER, L",3
68299399AA        ,"PAD SET, FRONT ",11
68301863AA        ,"FILTER, CABIN  ",85
68302119AB        ,"LAMP,LED, LEFT ",-2
68302120AB        ,"LAMP,LED,RIGHT ",-2
68303052AA        ,PAD SET        ,7
68304018AA        ,SPARK PLUG     ,22
68304271AA        ,"SEAL, AXLE     ",1125
68304339AA        ,"STRUT, RIGHT   ",158
68308950AB        ,"FILTER, CABIN  ",41
68312674AA        ,"CHAIN, OIL PUMP",19
68312884AA        ,"ACTUATOR, AXLE ",0
68313387AC        ,"SENSOR, TPMS   ",22
68313815AA        ,"PUMP, WATER    ",465
68317863AA        ,"GRILLE, INNER  ",0
68320315AB        ,"FILTER, AIR    ",52
68321886AB        ,LAMP ASSEMBLY  ,4
68321887AB        ,LAMP ASSEMBLY  ,1
68334991AA        ,"FASCIA, UPPER  ",8
68338536AA        ,"FILTER, CABIN  ",19
68339342AA        ,"CAP, FUEL      ",2316
68346916AA        ,WATER PUMP     ,9
68352789AC        ,"BEAM, BUMPER   ",10
68360299AA        ,FAN MODULE     ,1
68383247AA        ,"SENSOR, EXHAUST",12
68384496AA        ,"CALIPER, RIGHT ",286
68384497AA        ,"CALIPER, LEFT  ",286
68385238AA        ,"PAD SET, REAR  ",0
68385240AA        ,"PIN KIT,CALIPER",50
68388751AA        ,CASE ASSEMBLY  ,0
68388803AA        ,"GEAR KIT, DIFF ",0
68393535AA        ,GEAR & PINION  ,1
68393980AA        ,"SEAL, PINION   ",5
68393983AA        ,CASE ASSEMBLY  ,0
68393984AA        ,"GEAR KIT, DIFF ",1
68395964AA        ,"CHAIN, T.C.    ",7
68396634AA        ,"SEAL, PINION   ",0
68397155AA        ,"STUB, AXLE     ",3
68397156AA        ,"AXLE, LEFT     ",0
68397157AA        ,"AXLE, RIGHT    ",0
68398730AA        ,CASE ASSEMBLY  ,3
68398731AA        ,"GEAR KIT, DIFF ",2
68400358AA        ,"SEAL, PINION   ",999
68400359AA        ,"WASHER, PINION ",3
68400362AA        ,BEARING SET    ,5
68400414AA        ,GEAR & PINION  ,0
68400738AA        ,"AXLE, RIGHT    ",2
68400739AA        ,"AXLE, LEFT     ",0
68401154AA        ,CASE ASSEMBLY  ,0
68401155AA        ,"GEAR KIT, DIFF.",0
68401157AA        ,DISC & PLATE KT,0
68401159AA        ,BEARING SET    ,0
68401292AA        ,BEARING SET    ,5
68401310AA        ,"SEAL, PINION   ",982
68401399AA        ,GEAR & PINION  ,1
68409860AA        ,"PAD SET, FRONT ",5
68410725AA        ,"FILTER, CABIN  ",35
68413468AA        ,"AXLE, LEFT     ",2
68417854AA        ,FLANGE         ,0
68420672AA        ,BELLY PAN      ,9
68428453AA        ,"SEAL KIT, INTAK",999
68456066AA        ,"PAD SET, FRONT ",7
7072441X          ,GEAR & PINION  ,4
7072443X          ,GEAR & PINION  ,3
7072444X          ,GEAR & PINION  ,13
7072445X          ,GEAR & PINION  ,15
7086BK            ,BRG. & SEAL KIT,-18
7109K             ,HARDWARE KIT   ,72
7375336,"WHEEL, STEERING",144
800093K           ,OIL SEAL KIT   ,1187
801179,ADAPTER        ,2166
801344,GASKET SET     ,70
801425,NUT            ,968
801476060,"PISTON, .060""  ",1
802359K           ,"KIT,HORN BUTTON",751
804535,PITMAN ARM     ,863
8053050AL         ,"GASKET, VALVE C",99
8053050C          ,COVER GASKET   ,209
805654,"REPAIR KIT, MC ",182
808770KE          ,DRUM SERVICE KT,0
808770KL          ,DRUM SERVICE KT,0
809236,BOLT           ,989
809290,"GEAR, OUTPUT, F",0
810585,GASKET SET     ,209
8120081K          ,"CYL, IGNITION  ",-5
8120221K          ,"REPAIR KIT,STRG",15
8121299K          ,"COUPLING KT,STR",115
8122392DN         ,"CHAIN, TRANSFER",38
8122392K          ,"CHAIN KIT, QUAD",6
8122874K          ,"CYLINDER KIT, W",859
8122874K2         ,(2) CYL. W/MATC,25
8122874K3         ,3 CYLS. & KEYS ,170
8124564,"CYLINDER, WHEEL",6
8124999K          ,MANIFOLD KIT   ,4
8126614SP         ,"U-JOINT, SPICER",-7
8126637BC         ,U-JOINT        ,24
8126637SP         ,"U-JOINT, SPICER",21
8126638SP         ,"U-JOINT, SPICER",70
8126681K          ,TIMING KIT     ,27
8126685,SHOE & LINING  ,65
8126964,WHEEL CYLINDER ,378
8127070K          ,AXLE SHAFT KIT ,30
8127071K          ,AXLE SHAFT KIT ,9
8127079K          ,AXLE SHAFT KIT ,25
8127081K          ,AXLE SHAFT KIT ,33
8127842K          ,"ANTENNA KIT,CHR",-23
8128488K          ,ENGINE MOUNT SE,-5
8128585PL         ,FUEL TANK      ,-1
8128585PLXL       ,"TANK, FUEL     ",3
8129373K          ,TIMING COVER KI,-5
8130014,GEAR & PINION  ,0
8130369HD         ,"U-BOLT, H.D.   ",840
8130370HD         ,"U-BOLT, H.D.   ",862
8132676K          ,"BOOT KIT, STEER",314
8133252K4         ,"MAIN SET, STD. ",12
8133252K6         ,"MAIN BRG. SET,S",4
8133254K6         ,BEARING SET 010,4
8133730K          ,"HUB KIT, REAR  ",36
8133818MK         ,"MASTER KIT, SHO",23
8133818MK44       ,"MASTER KIT, SHO",10
8133885K          ,AXLE SHAFT KIT ,24
8133886K          ,AXLE SHAFT KIT ,36
8134036K          ,BRG & SEAL KIT ,174
8134350K          ,DRAG LINK ASSY.,146
82200314,"MIRROR,MANUAL,R",7
82200315,"MIRROR, MANUAL ",15
82200529,BUMPER EXT. KIT,-34
82200683K         ,"ANTENNA KIT,BLK",-27
82200834CK        ,"MIRROR KIT, CHR",71
82200834K         ,"MIRROR SET, BLK",-23
82201772,MIRROR ASSY.R  ,727
82201772C         ,CHROME MIRROR  ,19
82201773,MIRROR ASSY.L  ,742
82201773C         ,CHROME MIRROR  ,25
82205905,"FILTER, CABIN  ",379
82208300K         ,HOUSING &FILTER,85
82213051AB        ,LOCK KIT       ,242
82400041,LOCKING GAS CAP,1396
83300000,BEARING        ,72
83300041,"SEAL, INPUT    ",67
83300043,BLOCKING RING  ,183
83300046,BLOCKING RING  ,-1
83300051,"SEAL, EXHAUST  ",144
83300053,"SEAL, EXHAUST  ",16
83300057,CARBURETOR KIT ,-2
83300061,"CLAMP, EXHAUST ",840
83300077,FILTER KIT     ,1
83300085,CARBURETOR KIT ,13
83300088,"WIRE SET, IGN. ",222
83300090,"WIRE SET, IGN. ",75
83300109,MASTER CYLINDER,11
83300111,MASTER CYLINDER,17
83300113,MASTER CYLINDER,0
83300115,MASTER CYLINDER,5
83300156,"WIRE SET, IGN. ",42
83320007,"CARBURETOR, NEW",40
83500067,O-RING KIT     ,3250
83500074,SEAL PACKAGE   ,23
83500176,SHOCK ABSORBER ,6
83500177,SHOCK ABSORBER ,11
83500184,"AXLE SHAFT, OUT",317
83500187,GEAR & PINION  ,4
83500191,"SHIM KIT, DIFF ",4
83500192,"SHIM KIT,PINION",9
83500199,"SEAL, AXLE     ",2696
83500201,"SLINGER, DUST  ",1289
83500202,BALL JOINT KIT ,1268
83500203,"RING, SPLIT    ",4
83500210,"RING SET,PISTON",31
83500210K4        ,"RING SET,PISTON",7
83500211,RING SET(1 PSTN,71
83500249,CAMSHAFT       ,1
83500251,PISTON & PIN   ,17
83500263,"DISC KIT, DIFFE",298
83500267,"TANK, FUEL     ",14
83500285,"GEAR, THIRD    ",245
83500300,"BEARING, CONN. ",-1
83500300K4        ,BEARING SET (4),3
83500300K6        ,"BEARING SET,CON",38
83500301,"BEARING, CONNEC",28
83500301K4        ,BEARING SET.010,3
83500301K6        ,BEARING SET.010,8
83500369,SEAL SERVICE KI,188
83500380,"GEAR, THIRD    ",6
83500409,"SENSOR, DISTRIB",446
83500492,"SHAFT, INPUT   ",715
83500495,BOOT KIT       ,6
83500501,"SEAL, INPUT    ",2178
83500505,"GASKET, INPUT  ",937
83500506,"GASKET, INTER. ",399
83500507,"GASKET,ADAPTER ",972
83500512,"PLUG, DRAIN    ",32
83500513,GASKET         ,0
83500515,"PIN, REV. R    ",10
83500516,"PIN, REV. L    ",2
83500519,"BUSHING, SHIFT ",29895
83500520,"BOOT,GEAR SHIFT",696
83500521,GASKET         ,1330
83500525,"BOLT,SHIFT LEVE",4
83500526,"FORK, REVERSE  ",11
83500536,"SHAFT, REVERSE ",6
83500538,"SHAFT, 5TH GEAR",3
83500550,"GEAR, FIRST    ",13
83500551,"GEAR, SECOND   ",668
83500555,"GEAR, REVERSE  ",0
83500557,CLUSTER GEAR   ,109
83500560,"RACE, 1ST GEAR ",196
83500561,"HUB, 1ST & 2ND ",82
83500562,"HUB, 3RD & 4TH ",161
83500563,"SLEEVE,SYNCHRO.",408
83500564,"KEY, 1ST & 2ND ",167
83500565,"KEY, 3RD & 4TH ",104
83500566,BLOCKING RING  ,171
83500567,BLOCKING RING  ,454
83500568,"SPRING,SYNCHRO.",64
83500569,"SPRING,SYNCHRO.",63
83500570,"SHAFT, REVERSE ",18
83500573,"BALL, REVERSE  ",1997
83500575,"BEARING, MAIN  ",26
83500576,"BEARING, THIRD ",19
83500577,"BEARING, SECOND",8
83500578,"BEARING, FIRST ",1777
83500580,"BEARING,CLUSTER",296
83500623,PLUG FILLER    ,-10
83500629,"SWITCH, BACK UP",515
83500632,GASKET SET     ,381
83500639,"SPACER, FIFTH  ",160
83500641,"KEY, SYNCHRO.  ",1
83500642,"SLEEVE,SYNCHRO.",153
83500643,"BEARING, INPUT ",8
83500644,"BEARING, FIFTH ",28
83500669,"REPAIR KIT, M. ",12
83500670,SLAVE REPAIRKIT,2
83500678,REPAIR KIT     ,36
83500698,AXLE BOOT KIT  ,681
83500729,"SEAL,CRANKSHAFT",891
83500767,CAMSHAFT       ,0
83500786,"BUSHING, PILOT ",8713
83500797,TENSIONER      ,13
83500804,"PLATE, PRESSURE",2
83500807,"PUMP, WATER    ",4
83500813,THERMOSTAT     ,8
83500843,"GASKET, TIMING ",0
83500847,"GASKET SET, UPP",9
83500854,VALVE COVER SET,18
83500873,"PUMP, FUEL     ",2
83500896,"REPAIR KIT, M.C",6
83500921,"COIL, CARBURETO",12
83500934,"CAP, DISTRIBUTO",69
